nct_id,location,continent,iso
NCT00896454,Italy,Europe,ITA
NCT00896454,Poland,Europe,POL
NCT00896454,United States,North America,USA
NCT00905866,Taiwan,East Asia,TWN
NCT00923247,United States,North America,USA
NCT00926978,United States,North America,USA
NCT00929318,Germany,Europe,DEU
NCT00936858,United States,North America,USA
NCT00941551,Poland,Europe,POL
NCT00946894,Poland,Europe,POL
NCT00948337,"Korea, Republic of",East Asia,KOR
NCT00970359,United States,North America,USA
NCT00975000,Australia,Pacifica,AUS
NCT00975000,Austria,Europe,AUT
NCT00975000,Belgium,Europe,BEL
NCT00975000,Canada,North America,CAN
NCT00975000,France,Europe,FRA
NCT00975000,Germany,Europe,DEU
NCT00975000,Italy,Europe,ITA
NCT00975000,Poland,Europe,POL
NCT00975000,Spain,Europe,ESP
NCT00975000,Switzerland,Europe,CHE
NCT00975000,United States,North America,USA
NCT00984191,Thailand,Southeast Asia,THA
NCT00984282,Austria,Europe,AUT
NCT00984282,Belgium,Europe,BEL
NCT00984282,Bulgaria,Europe,BGR
NCT00984282,China,East Asia,CHN
NCT00984282,Denmark,Europe,DNK
NCT00984282,France,Europe,FRA
NCT00984282,Germany,Europe,DEU
NCT00984282,Italy,Europe,ITA
NCT00984282,Japan,East Asia,JPN
NCT00984282,"Korea, Republic of",East Asia,KOR
NCT00984282,Netherlands,Europe,NLD
NCT00984282,Poland,Europe,POL
NCT00984282,Russian Federation,North Asia,RUS
NCT00984282,Saudi Arabia,Middle East,SAU
NCT00984282,Spain,Europe,ESP
NCT00984282,Sweden,Europe,SWE
NCT00984282,United Kingdom,Europe,GBR
NCT00984282,United States,North America,USA
NCT00993837,China,East Asia,CHN
NCT01003652,Belgium,Europe,BEL
NCT01005654,United States,North America,USA
NCT01013597,United States,North America,USA
NCT01025453,United States,North America,USA
NCT01039714,Greece,Europe,GRC
NCT01042626,Italy,Europe,ITA
NCT01043107,China,East Asia,CHN
NCT01074684,Italy,Europe,ITA
NCT01095341,Germany,Europe,DEU
NCT01100619,United States,North America,USA
NCT01102205,Turkey,Middle East,TUR
NCT01105923,United States,North America,USA
NCT01126060,"Korea, Republic of",East Asia,KOR
NCT01129492,Brazil,South America,BRA
NCT01141309,United States,North America,USA
NCT01143987,Hong Kong,East Asia,HKG
NCT01145040,Germany,Europe,DEU
NCT01150318,France,Europe,FRA
NCT01153945,Israel,Middle East,ISR
NCT01163669,United States,North America,USA
NCT01173289,"Korea, Republic of",East Asia,KOR
NCT01191762,United States,North America,USA
NCT01197183,France,Europe,FRA
NCT01199614,United States,North America,USA
NCT01204359,China,East Asia,CHN
NCT01221896,Israel,Middle East,ISR
NCT01223638,Israel,Middle East,ISR
NCT01226810,Israel,Middle East,ISR
NCT01236547,United States,North America,USA
NCT01240590,United States,North America,USA
NCT01263951,United States,North America,USA
NCT01265381,Ukraine,Europe,UKR
NCT01268098,United States,North America,USA
NCT01270321,United States,North America,USA
NCT01273714,Poland,Europe,POL
NCT01277510,Australia,Pacifica,AUS
NCT01277510,Belgium,Europe,BEL
NCT01277510,Germany,Europe,DEU
NCT01277510,Hungary,Europe,HUN
NCT01277510,Mexico,North America,MEX
NCT01277510,Poland,Europe,POL
NCT01277510,Russian Federation,North Asia,RUS
NCT01277510,Slovakia,Europe,SVK
NCT01277510,Spain,Europe,ESP
NCT01277510,United States,North America,USA
NCT01292044,France,Europe,FRA
NCT01297309,United States,North America,USA
NCT01298323,Australia,Pacifica,AUS
NCT01298323,Austria,Europe,AUT
NCT01298323,Belgium,Europe,BEL
NCT01298323,Brazil,South America,BRA
NCT01298323,Bulgaria,Europe,BGR
NCT01298323,Canada,North America,CAN
NCT01298323,China,East Asia,CHN
NCT01298323,Czechia,Europe,CZE
NCT01298323,Denmark,Europe,DNK
NCT01298323,Finland,Europe,FIN
NCT01298323,Germany,Europe,DEU
NCT01298323,Greece,Europe,GRC
NCT01298323,India,South Asia,IND
NCT01298323,Israel,Middle East,ISR
NCT01298323,Italy,Europe,ITA
NCT01298323,"Korea, Republic of",East Asia,KOR
NCT01298323,Poland,Europe,POL
NCT01298323,Russian Federation,North Asia,RUS
NCT01298323,Sweden,Europe,SWE
NCT01298323,United Kingdom,Europe,GBR
NCT01311089,"Korea, Republic of",East Asia,KOR
NCT01321554,Argentina,South America,ARG
NCT01321554,Australia,Pacifica,AUS
NCT01321554,Austria,Europe,AUT
NCT01321554,Belgium,Europe,BEL
NCT01321554,Brazil,South America,BRA
NCT01321554,Canada,North America,CAN
NCT01321554,Chile,South America,CHL
NCT01321554,Czechia,Europe,CZE
NCT01321554,Denmark,Europe,DNK
NCT01321554,France,Europe,FRA
NCT01321554,Germany,Europe,DEU
NCT01321554,Italy,Europe,ITA
NCT01321554,Japan,East Asia,JPN
NCT01321554,"Korea, Republic of",East Asia,KOR
NCT01321554,Poland,Europe,POL
NCT01321554,Portugal,Europe,PRT
NCT01321554,Romania,Europe,ROU
NCT01321554,Russian Federation,North Asia,RUS
NCT01321554,Spain,Europe,ESP
NCT01321554,Sweden,Europe,SWE
NCT01321554,Thailand,Southeast Asia,THA
NCT01321554,United Kingdom,Europe,GBR
NCT01321554,United States,North America,USA
NCT01325857,"Korea, Republic of",East Asia,KOR
NCT01333267,United States,North America,USA
NCT01338597,China,East Asia,CHN
NCT01349634,Canada,North America,CAN
NCT01354639,"Korea, Republic of",East Asia,KOR
NCT01358136,Denmark,Europe,DNK
NCT01373736,Canada,North America,CAN
NCT01374659,"Korea, Republic of",East Asia,KOR
NCT01376648,China,East Asia,CHN
NCT01379170,Netherlands,Europe,NLD
NCT01392222,United States,North America,USA
NCT01398085,United Kingdom,Europe,GBR
NCT01403324,France,Europe,FRA
NCT01412762,United States,North America,USA
NCT01417442,Turkey,Middle East,TUR
NCT01424878,United States,North America,USA
NCT01433809,United States,North America,USA
NCT01437254,Canada,North America,CAN
NCT01438554,United States,North America,USA
NCT01455181,Hungary,Europe,HUN
NCT01481402,Denmark,Europe,DNK
NCT01487057,Romania,Europe,ROU
NCT01488721,United States,North America,USA
NCT01496313,Czechia,Europe,CZE
NCT01496313,India,South Asia,IND
NCT01496313,Israel,Middle East,ISR
NCT01496313,Italy,Europe,ITA
NCT01496313,Netherlands,Europe,NLD
NCT01496313,Poland,Europe,POL
NCT01496313,Russian Federation,North Asia,RUS
NCT01496313,United Kingdom,Europe,GBR
NCT01496313,United States,North America,USA
NCT01498341,Denmark,Europe,DNK
NCT01501110,Brazil,South America,BRA
NCT01502410,Australia,Pacifica,AUS
NCT01502410,Canada,North America,CAN
NCT01502410,United States,North America,USA
NCT01510002,Poland,Europe,POL
NCT01511393,United States,North America,USA
NCT01512212,Turkey,Middle East,TUR
NCT01534897,United States,North America,USA
NCT01536678,India,South Asia,IND
NCT01539655,United States,North America,USA
NCT01551498,United States,North America,USA
NCT01552434,United States,North America,USA
NCT01565486,"Korea, Republic of",East Asia,KOR
NCT01573520,Switzerland,Europe,CHE
NCT01586520,United Kingdom,Europe,GBR
NCT01588288,France,Europe,FRA
NCT01616316,"Korea, Republic of",East Asia,KOR
NCT01625520,Italy,Europe,ITA
NCT01631305,Mexico,North America,MEX
NCT01640184,China,East Asia,CHN
NCT01641679,Netherlands,Europe,NLD
NCT01647750,United Kingdom,Europe,GBR
NCT01656070,Italy,Europe,ITA
NCT01658085,Spain,Europe,ESP
NCT01659385,United States,North America,USA
NCT01660984,United States,North America,USA
NCT01668238,China,East Asia,CHN
NCT01691781,United States,North America,USA
NCT01700699,Italy,Europe,ITA
NCT01707056,United States,North America,USA
NCT01709292,United States,North America,USA
NCT01709435,Canada,North America,CAN
NCT01709435,United States,North America,USA
NCT01723202,United States,North America,USA
NCT01728623,Japan,East Asia,JPN
NCT01730638,France,Europe,FRA
NCT01736163,Germany,Europe,DEU
NCT01736163,Italy,Europe,ITA
NCT01736163,Portugal,Europe,PRT
NCT01736163,Spain,Europe,ESP
NCT01736878,Germany,Europe,DEU
NCT01739634,United States,North America,USA
NCT01744743,China,East Asia,CHN
NCT01757470,Canada,North America,CAN
NCT01761149,China,East Asia,CHN
NCT01769157,"Korea, Republic of",East Asia,KOR
NCT01771523,Turkey,Middle East,TUR
NCT01774279,Ireland,Europe,IRL
NCT01774279,United Kingdom,Europe,GBR
NCT01776385,France,Europe,FRA
NCT01780584,Indonesia,Southeast Asia,IDN
NCT01781767,Israel,Middle East,ISR
NCT01792492,United States,North America,USA
NCT01800617,United States,North America,USA
NCT01811199,Turkey,Middle East,TUR
NCT01812395,Turkey,Middle East,TUR
NCT01813136,France,Europe,FRA
NCT01815021,Israel,Middle East,ISR
NCT01831869,China,East Asia,CHN
NCT01833650,Cyprus,Middle East,CYP
NCT01838642,United States,North America,USA
NCT01840332,Estonia,Europe,EST
NCT01843062,Brazil,South America,BRA
NCT01843062,Denmark,Europe,DNK
NCT01843062,France,Europe,FRA
NCT01843062,Germany,Europe,DEU
NCT01843062,Italy,Europe,ITA
NCT01843062,Poland,Europe,POL
NCT01843062,Sweden,Europe,SWE
NCT01843062,United States,North America,USA
NCT01848171,China,East Asia,CHN
NCT01862510,United States,North America,USA
NCT01865838,Singapore,Southeast Asia,SGP
NCT01872429,Taiwan,East Asia,TWN
NCT01876784,Brazil,South America,BRA
NCT01876784,China,East Asia,CHN
NCT01876784,Czechia,Europe,CZE
NCT01876784,Denmark,Europe,DNK
NCT01876784,France,Europe,FRA
NCT01876784,Italy,Europe,ITA
NCT01876784,Japan,East Asia,JPN
NCT01876784,Poland,Europe,POL
NCT01876784,Russian Federation,North Asia,RUS
NCT01876784,Spain,Europe,ESP
NCT01876784,Sweden,Europe,SWE
NCT01876784,United States,North America,USA
NCT01882816,United States,North America,USA
NCT01896479,Australia,Pacifica,AUS
NCT01896479,Canada,North America,CAN
NCT01896479,Croatia,Europe,HRV
NCT01896479,France,Europe,FRA
NCT01896479,Hungary,Europe,HUN
NCT01896479,Israel,Middle East,ISR
NCT01896479,Italy,Europe,ITA
NCT01896479,"Korea, Republic of",East Asia,KOR
NCT01896479,Netherlands,Europe,NLD
NCT01896479,Poland,Europe,POL
NCT01896479,Romania,Europe,ROU
NCT01896479,Russian Federation,North Asia,RUS
NCT01896479,Spain,Europe,ESP
NCT01896479,Sweden,Europe,SWE
NCT01907997,"Korea, Republic of",East Asia,KOR
NCT01915485,Brazil,South America,BRA
NCT01916018,France,Europe,FRA
NCT01916304,Belgium,Europe,BEL
NCT01921452,China,East Asia,CHN
NCT01922440,Austria,Europe,AUT
NCT01922440,Canada,North America,CAN
NCT01922440,Denmark,Europe,DNK
NCT01922440,Germany,Europe,DEU
NCT01922440,Greece,Europe,GRC
NCT01922440,Italy,Europe,ITA
NCT01922440,Norway,Europe,NOR
NCT01922440,Spain,Europe,ESP
NCT01922440,Sweden,Europe,SWE
NCT01922440,United Kingdom,Europe,GBR
NCT01922440,United States,North America,USA
NCT01935856,Japan,East Asia,JPN
NCT01945229,Sweden,Europe,SWE
NCT01947023,United States,North America,USA
NCT01954134,Turkey,Middle East,TUR
NCT01964144,"Korea, Republic of",East Asia,KOR
NCT01964508,Israel,Middle East,ISR
NCT01974284,United States,North America,USA
NCT01994200,Canada,North America,CAN
NCT01997554,France,Europe,FRA
NCT02005250,Denmark,Europe,DNK
NCT02012231,United States,North America,USA
NCT02012686,"Korea, Republic of",East Asia,KOR
NCT02012699,United States,North America,USA
NCT02013479,Denmark,Europe,DNK
NCT02018276,"Korea, Republic of",East Asia,KOR
NCT02062632,United States,North America,USA
NCT02084732,Colombia,South America,COL
NCT02088645,Switzerland,Europe,CHE
NCT02094079,Denmark,Europe,DNK
NCT02114658,Japan,East Asia,JPN
NCT02133040,Denmark,Europe,DNK
NCT02145143,United States,North America,USA
NCT02152137,United States,North America,USA
NCT02152228,Israel,Middle East,ISR
NCT02156362,France,Europe,FRA
NCT02178345,United States,North America,USA
NCT02185560,Japan,East Asia,JPN
NCT02208544,Netherlands,Europe,NLD
NCT02223052,United States,North America,USA
NCT02225509,France,Europe,FRA
NCT02240563,Brazil,South America,BRA
NCT02244463,United States,North America,USA
NCT02278198,United States,North America,USA
NCT02280330,Philippines,Southeast Asia,PHL
NCT02301520,Haiti,Central America,HTI
NCT02303444,Algeria,Africa,DZA
NCT02303444,Argentina,South America,ARG
NCT02303444,Brazil,South America,BRA
NCT02303444,Egypt,Africa,EGY
NCT02303444,France,Europe,FRA
NCT02303444,Germany,Europe,DEU
NCT02303444,Greece,Europe,GRC
NCT02303444,India,South Asia,IND
NCT02303444,Japan,East Asia,JPN
NCT02303444,Lebanon,Middle East,LBN
NCT02303444,Mexico,North America,MEX
NCT02303444,Netherlands,Europe,NLD
NCT02303444,Philippines,Southeast Asia,PHL
NCT02303444,Russian Federation,North Asia,RUS
NCT02303444,Saudi Arabia,Middle East,SAU
NCT02303444,Spain,Europe,ESP
NCT02303444,Taiwan,East Asia,TWN
NCT02303444,Turkey,Middle East,TUR
NCT02303444,United States,North America,USA
NCT02304757,China,East Asia,CHN
NCT02307175,Canada,North America,CAN
NCT02317926,United States,North America,USA
NCT02323724,Spain,Europe,ESP
NCT02347683,United States,North America,USA
NCT02363647,United States,North America,USA
NCT02364102,Switzerland,Europe,CHE
NCT02374593,United States,North America,USA
NCT02375451,United States,North America,USA
NCT02383927,Belgium,Europe,BEL
NCT02383927,France,Europe,FRA
NCT02383927,Germany,Europe,DEU
NCT02383927,Greece,Europe,GRC
NCT02383927,Italy,Europe,ITA
NCT02383927,"Korea, Republic of",East Asia,KOR
NCT02383927,Netherlands,Europe,NLD
NCT02383927,Spain,Europe,ESP
NCT02383927,United Kingdom,Europe,GBR
NCT02383927,United States,North America,USA
NCT02390934,France,Europe,FRA
NCT02404441,Canada,North America,CAN
NCT02404441,France,Europe,FRA
NCT02404441,Germany,Europe,DEU
NCT02404441,Hungary,Europe,HUN
NCT02404441,Italy,Europe,ITA
NCT02404441,Lebanon,Middle East,LBN
NCT02404441,Netherlands,Europe,NLD
NCT02404441,Norway,Europe,NOR
NCT02404441,Poland,Europe,POL
NCT02404441,Spain,Europe,ESP
NCT02404441,Taiwan,East Asia,TWN
NCT02404441,Thailand,Southeast Asia,THA
NCT02404441,Turkey,Middle East,TUR
NCT02404441,United States,North America,USA
NCT02411461,United States,North America,USA
NCT02412150,"Korea, Republic of",East Asia,KOR
NCT02418247,"Korea, Republic of",East Asia,KOR
NCT02418390,"Korea, Republic of",East Asia,KOR
NCT02430714,Japan,East Asia,JPN
NCT02442661,United States,North America,USA
NCT02456701,United States,North America,USA
NCT02465060,Guam,Pacifica,GUM
NCT02465060,Puerto Rico,Central America,PRI
NCT02465060,United States,North America,USA
NCT02465424,United Kingdom,Europe,GBR
NCT02467244,India,South Asia,IND
NCT02468921,Denmark,Europe,DNK
NCT02472080,France,Europe,FRA
NCT02499471,Netherlands,Europe,NLD
NCT02512978,China,East Asia,CHN
NCT02514187,Canada,North America,CAN
NCT02515084,France,Europe,FRA
NCT02524041,France,Europe,FRA
NCT02561533,Denmark,Europe,DNK
NCT02567877,United States,North America,USA
NCT02568267,Australia,Pacifica,AUS
NCT02568267,Belgium,Europe,BEL
NCT02568267,China,East Asia,CHN
NCT02568267,France,Europe,FRA
NCT02568267,Germany,Europe,DEU
NCT02568267,Hong Kong,East Asia,HKG
NCT02568267,Italy,Europe,ITA
NCT02568267,Japan,East Asia,JPN
NCT02568267,"Korea, Republic of",East Asia,KOR
NCT02568267,Netherlands,Europe,NLD
NCT02568267,Poland,Europe,POL
NCT02568267,Singapore,Southeast Asia,SGP
NCT02568267,Spain,Europe,ESP
NCT02568267,Taiwan,East Asia,TWN
NCT02568267,United Kingdom,Europe,GBR
NCT02568267,United States,North America,USA
NCT02577367,United States,North America,USA
NCT02586337,China,East Asia,CHN
NCT02586350,China,East Asia,CHN
NCT02591160,United States,North America,USA
NCT02592356,United States,North America,USA
NCT02602717,France,Europe,FRA
NCT02614495,China,East Asia,CHN
NCT02628067,Australia,Pacifica,AUS
NCT02628067,Brazil,South America,BRA
NCT02628067,Canada,North America,CAN
NCT02628067,China,East Asia,CHN
NCT02628067,Colombia,South America,COL
NCT02628067,Denmark,Europe,DNK
NCT02628067,France,Europe,FRA
NCT02628067,Germany,Europe,DEU
NCT02628067,Israel,Middle East,ISR
NCT02628067,Italy,Europe,ITA
NCT02628067,"Korea, Republic of",East Asia,KOR
NCT02628067,Netherlands,Europe,NLD
NCT02628067,Norway,Europe,NOR
NCT02628067,Philippines,Southeast Asia,PHL
NCT02628067,Russian Federation,North Asia,RUS
NCT02628067,South Africa,Africa,ZAF
NCT02628067,Spain,Europe,ESP
NCT02628067,Taiwan,East Asia,TWN
NCT02628067,United States,North America,USA
NCT02638077,China,East Asia,CHN
NCT02644707,Greece,Europe,GRC
NCT02648399,China,East Asia,CHN
NCT02651818,Denmark,Europe,DNK
NCT02657369,Australia,Pacifica,AUS
NCT02657369,France,Europe,FRA
NCT02657369,Italy,Europe,ITA
NCT02657369,United Kingdom,Europe,GBR
NCT02657369,United States,North America,USA
NCT02657551,United States,North America,USA
NCT02658513,United Kingdom,Europe,GBR
NCT02688608,United States,North America,USA
NCT02702388,Australia,Pacifica,AUS
NCT02702388,Belgium,Europe,BEL
NCT02702388,Canada,North America,CAN
NCT02702388,Denmark,Europe,DNK
NCT02702388,France,Europe,FRA
NCT02702388,Germany,Europe,DEU
NCT02702388,Israel,Middle East,ISR
NCT02702388,Italy,Europe,ITA
NCT02702388,"Korea, Republic of",East Asia,KOR
NCT02702388,Poland,Europe,POL
NCT02702388,Romania,Europe,ROU
NCT02702388,Russian Federation,North Asia,RUS
NCT02702388,Spain,Europe,ESP
NCT02702388,Sweden,Europe,SWE
NCT02702388,United Kingdom,Europe,GBR
NCT02702388,United States,North America,USA
NCT02706743,China,East Asia,CHN
NCT02709889,United States,North America,USA
NCT02711059,Sweden,Europe,SWE
NCT02713269,United States,North America,USA
NCT02726282,United States,North America,USA
NCT02726503,Japan,East Asia,JPN
NCT02731352,China,East Asia,CHN
NCT02747888,United States,North America,USA
NCT02747979,China,East Asia,CHN
NCT02758158,Canada,North America,CAN
NCT02766283,Israel,Middle East,ISR
NCT02767245,Thailand,Southeast Asia,THA
NCT02768753,China,East Asia,CHN
NCT02773667,Germany,Europe,DEU
NCT02781844,Canada,North America,CAN
NCT02781844,Denmark,Europe,DNK
NCT02781844,Hungary,Europe,HUN
NCT02781844,United States,North America,USA
NCT02812888,China,East Asia,CHN
NCT02814032,China,East Asia,CHN
NCT02826746,"Korea, Republic of",East Asia,KOR
NCT02834013,Guam,Pacifica,GUM
NCT02834013,United States,North America,USA
NCT02838927,France,Europe,FRA
NCT02856347,France,Europe,FRA
NCT02867592,United States,North America,USA
NCT02869620,France,Europe,FRA
NCT02870569,China,East Asia,CHN
NCT02878044,United States,North America,USA
NCT02886949,Taiwan,East Asia,TWN
NCT02891668,Denmark,Europe,DNK
NCT02901873,United Kingdom,Europe,GBR
NCT02910466,United States,North America,USA
NCT02911155,United States,North America,USA
NCT02917863,Italy,Europe,ITA
NCT02938702,"Korea, Republic of",East Asia,KOR
NCT02947035,United States,North America,USA
NCT02947399,United States,North America,USA
NCT02952612,"Korea, Republic of",East Asia,KOR
NCT02959827,United States,North America,USA
NCT02986607,Norway,Europe,NOR
NCT02988817,Belgium,Europe,BEL
NCT02988817,Denmark,Europe,DNK
NCT02988817,Netherlands,Europe,NLD
NCT02988817,Spain,Europe,ESP
NCT02988817,United Kingdom,Europe,GBR
NCT02988817,United States,North America,USA
NCT02993562,Denmark,Europe,DNK
NCT03024151,"Korea, Republic of",East Asia,KOR
NCT03027349,Italy,Europe,ITA
NCT03029429,United States,North America,USA
NCT03031639,Thailand,Southeast Asia,THA
NCT03037385,Belgium,Europe,BEL
NCT03037385,China,East Asia,CHN
NCT03037385,France,Europe,FRA
NCT03037385,Germany,Europe,DEU
NCT03037385,Hong Kong,East Asia,HKG
NCT03037385,Italy,Europe,ITA
NCT03037385,"Korea, Republic of",East Asia,KOR
NCT03037385,Netherlands,Europe,NLD
NCT03037385,Singapore,Southeast Asia,SGP
NCT03037385,Spain,Europe,ESP
NCT03037385,Taiwan,East Asia,TWN
NCT03037385,United Kingdom,Europe,GBR
NCT03037385,United States,North America,USA
NCT03044600,United States,North America,USA
NCT03048877,China,East Asia,CHN
NCT03053115,Italy,Europe,ITA
NCT03053999,United States,North America,USA
NCT03064542,Singapore,Southeast Asia,SGP
NCT03065218,United States,North America,USA
NCT03085056,United States,North America,USA
NCT03085615,United States,North America,USA
NCT03099356,United States,North America,USA
NCT03103776,France,Europe,FRA
NCT03127098,United States,North America,USA
NCT03139747,United States,North America,USA
NCT03150108,United States,North America,USA
NCT03157128,Australia,Pacifica,AUS
NCT03157128,Canada,North America,CAN
NCT03157128,Denmark,Europe,DNK
NCT03157128,France,Europe,FRA
NCT03157128,Germany,Europe,DEU
NCT03157128,Hong Kong,East Asia,HKG
NCT03157128,Israel,Middle East,ISR
NCT03157128,Italy,Europe,ITA
NCT03157128,Japan,East Asia,JPN
NCT03157128,"Korea, Republic of",East Asia,KOR
NCT03157128,Singapore,Southeast Asia,SGP
NCT03157128,Spain,Europe,ESP
NCT03157128,Switzerland,Europe,CHE
NCT03157128,Taiwan,East Asia,TWN
NCT03157128,United Kingdom,Europe,GBR
NCT03157128,United States,North America,USA
NCT03160274,United States,North America,USA
NCT03170804,United States,North America,USA
NCT03170960,Australia,Pacifica,AUS
NCT03170960,Belgium,Europe,BEL
NCT03170960,France,Europe,FRA
NCT03170960,Germany,Europe,DEU
NCT03170960,Italy,Europe,ITA
NCT03170960,Netherlands,Europe,NLD
NCT03170960,Spain,Europe,ESP
NCT03170960,United Kingdom,Europe,GBR
NCT03170960,United States,North America,USA
NCT03176485,United States,North America,USA
NCT03181100,United States,North America,USA
NCT03196518,United States,North America,USA
NCT03203668,Slovenia,Europe,SVN
NCT03215095,United States,North America,USA
NCT03246659,Austria,Europe,AUT
NCT03246659,Germany,Europe,DEU
NCT03246659,Netherlands,Europe,NLD
NCT03246659,Poland,Europe,POL
NCT03246659,Slovenia,Europe,SVN
NCT03246958,United States,North America,USA
NCT03289403,Egypt,Africa,EGY
NCT03294005,Taiwan,East Asia,TWN
NCT03300765,China,East Asia,CHN
NCT03324880,Belgium,Europe,BEL
NCT03324880,Canada,North America,CAN
NCT03324880,Denmark,Europe,DNK
NCT03324880,France,Europe,FRA
NCT03324880,Germany,Europe,DEU
NCT03324880,Italy,Europe,ITA
NCT03324880,Netherlands,Europe,NLD
NCT03324880,Norway,Europe,NOR
NCT03324880,Portugal,Europe,PRT
NCT03324880,Spain,Europe,ESP
NCT03324880,Sweden,Europe,SWE
NCT03324880,United Kingdom,Europe,GBR
NCT03324880,United States,North America,USA
NCT03342001,United States,North America,USA
NCT03360890,United States,North America,USA
NCT03364738,Canada,North America,CAN
NCT03364738,Denmark,Europe,DNK
NCT03364738,Hungary,Europe,HUN
NCT03364738,United States,North America,USA
NCT03375931,"Korea, Republic of",East Asia,KOR
NCT03377829,China,East Asia,CHN
NCT03377829,Italy,Europe,ITA
NCT03379181,Switzerland,Europe,CHE
NCT03392402,Poland,Europe,POL
NCT03397238,Netherlands,Europe,NLD
NCT03411187,China,East Asia,CHN
NCT03416686,France,Europe,FRA
NCT03432299,"Korea, Republic of",East Asia,KOR
NCT03437174,Germany,Europe,DEU
NCT03444246,China,East Asia,CHN
NCT03449108,United States,North America,USA
NCT03454464,China,East Asia,CHN
NCT03454477,China,East Asia,CHN
NCT03463889,United States,North America,USA
NCT03465176,United States,North America,USA
NCT03469011,Canada,North America,CAN
NCT03470259,Netherlands,Europe,NLD
NCT03475953,France,Europe,FRA
NCT03479801,China,East Asia,CHN
NCT03483337,United States,North America,USA
NCT03484884,United States,North America,USA
NCT03488134,Taiwan,East Asia,TWN
NCT03500666,China,East Asia,CHN
NCT03506048,United States,North America,USA
NCT03510143,"Korea, Republic of",East Asia,KOR
NCT03514251,China,East Asia,CHN
NCT03516773,Israel,Middle East,ISR
NCT03530033,China,East Asia,CHN
NCT03547648,Turkey,Middle East,TUR
NCT03555487,Taiwan,East Asia,TWN
NCT03565536,China,East Asia,CHN
NCT03570021,France,Europe,FRA
NCT03573960,India,South Asia,IND
NCT03577951,China,East Asia,CHN
NCT03602495,China,East Asia,CHN
NCT03612908,Mexico,North America,MEX
NCT03615456,Egypt,Africa,EGY
NCT03623516,France,Europe,FRA
NCT03624751,Taiwan,East Asia,TWN
NCT03627611,Norway,Europe,NOR
NCT03630120,United States,North America,USA
NCT03636945,France,Europe,FRA
NCT03639662,France,Europe,FRA
NCT03640247,United States,North America,USA
NCT03643055,Slovenia,Europe,SVN
NCT03647358,United States,North America,USA
NCT03647657,Switzerland,Europe,CHE
NCT03657654,United States,North America,USA
NCT03676348,Norway,Europe,NOR
NCT03680222,China,East Asia,CHN
NCT03690388,Argentina,South America,ARG
NCT03690388,Australia,Pacifica,AUS
NCT03690388,Austria,Europe,AUT
NCT03690388,Belgium,Europe,BEL
NCT03690388,Brazil,South America,BRA
NCT03690388,Canada,North America,CAN
NCT03690388,Croatia,Europe,HRV
NCT03690388,Czechia,Europe,CZE
NCT03690388,France,Europe,FRA
NCT03690388,Germany,Europe,DEU
NCT03690388,Hong Kong,East Asia,HKG
NCT03690388,Hungary,Europe,HUN
NCT03690388,Israel,Middle East,ISR
NCT03690388,Italy,Europe,ITA
NCT03690388,"Korea, Republic of",East Asia,KOR
NCT03690388,Mexico,North America,MEX
NCT03690388,Netherlands,Europe,NLD
NCT03690388,Poland,Europe,POL
NCT03690388,Romania,Europe,ROU
NCT03690388,Russian Federation,North Asia,RUS
NCT03690388,Spain,Europe,ESP
NCT03690388,Taiwan,East Asia,TWN
NCT03690388,Thailand,Southeast Asia,THA
NCT03690388,United Kingdom,Europe,GBR
NCT03690388,United States,North America,USA
NCT03720210,United States,North America,USA
NCT03728959,Denmark,Europe,DNK
NCT03747029,Italy,Europe,ITA
NCT03754621,Turkey,Middle East,TUR
NCT03757637,Taiwan,East Asia,TWN
NCT03765333,Spain,Europe,ESP
NCT03779906,United States,North America,USA
NCT03787121,France,Europe,FRA
NCT03794375,Brazil,South America,BRA
NCT03823859,Switzerland,Europe,CHE
NCT03826680,Turkey,Middle East,TUR
NCT03841617,United States,North America,USA
NCT03871387,"Korea, Republic of",East Asia,KOR
NCT03889769,Italy,Europe,ITA
NCT03892993,United States,North America,USA
NCT03899792,Australia,Pacifica,AUS
NCT03899792,Canada,North America,CAN
NCT03899792,Denmark,Europe,DNK
NCT03899792,France,Europe,FRA
NCT03899792,Germany,Europe,DEU
NCT03899792,Italy,Europe,ITA
NCT03899792,Japan,East Asia,JPN
NCT03899792,"Korea, Republic of",East Asia,KOR
NCT03899792,Spain,Europe,ESP
NCT03899792,United Kingdom,Europe,GBR
NCT03899792,United States,North America,USA
NCT03905369,Netherlands,Europe,NLD
NCT03914300,United States,North America,USA
NCT03926585,Denmark,Europe,DNK
NCT03942380,Denmark,Europe,DNK
NCT03951532,France,Europe,FRA
NCT03968510,Turkey,Middle East,TUR
NCT03973450,Italy,Europe,ITA
NCT03975231,United States,North America,USA
NCT03977207,United States,North America,USA
NCT03986437,France,Europe,FRA
NCT03988517,Qatar,Middle East,QAT
NCT04000880,United States,North America,USA
NCT04009291,Canada,North America,CAN
NCT04009291,Denmark,Europe,DNK
NCT04009291,Germany,Europe,DEU
NCT04009291,Italy,Europe,ITA
NCT04009291,Norway,Europe,NOR
NCT04009291,United States,North America,USA
NCT04028479,United States,North America,USA
NCT04031339,Italy,Europe,ITA
NCT04040673,United Kingdom,Europe,GBR
NCT04051099,Thailand,Southeast Asia,THA
NCT04053647,France,Europe,FRA
NCT04059380,Italy,Europe,ITA
NCT04061980,United States,North America,USA
NCT04072731,China,East Asia,CHN
