index,nct_id,location,continent,iso
981,NCT01298323,Czechia,Europe,CZE
981,NCT01298323,Denmark,Europe,DNK
981,NCT01298323,Finland,Europe,FIN
981,NCT01298323,Germany,Europe,DEU
981,NCT01298323,Greece,Europe,GRC
981,NCT01298323,India,South Asia,IND
981,NCT01298323,Israel,Middle East,ISR
981,NCT01298323,Italy,Europe,ITA
981,NCT01298323,"Korea, Republic of",East Asia,KOR
981,NCT01298323,Poland,Europe,POL
981,NCT01298323,Russian Federation,North Asia,RUS
981,NCT01298323,Sweden,Europe,SWE
981,NCT01298323,United Kingdom,Europe,GBR
982,NCT01398085,United Kingdom,Europe,GBR
983,NCT01412762,United States,North America,USA
984,NCT01496313,Czechia,Europe,CZE
984,NCT01496313,India,South Asia,IND
984,NCT01496313,Israel,Middle East,ISR
984,NCT01496313,Italy,Europe,ITA
984,NCT01496313,Netherlands,Europe,NLD
984,NCT01496313,Poland,Europe,POL
984,NCT01496313,Russian Federation,North Asia,RUS
984,NCT01496313,United Kingdom,Europe,GBR
984,NCT01496313,United States,North America,USA
985,NCT01552434,United States,North America,USA
986,NCT01660984,United States,North America,USA
987,NCT01709292,United States,North America,USA
988,NCT01723202,United States,North America,USA
992,NCT01774279,Ireland,Europe,IRL
992,NCT01774279,United Kingdom,Europe,GBR
993,NCT01848171,China,East Asia,CHN
995,NCT01876784,Brazil,South America,BRA
995,NCT01876784,China,East Asia,CHN
995,NCT01876784,Czechia,Europe,CZE
995,NCT01876784,Denmark,Europe,DNK
995,NCT01876784,France,Europe,FRA
995,NCT01876784,Italy,Europe,ITA
995,NCT01876784,Japan,East Asia,JPN
995,NCT01876784,Poland,Europe,POL
995,NCT01876784,Russian Federation,North Asia,RUS
995,NCT01876784,Spain,Europe,ESP
995,NCT01876784,Sweden,Europe,SWE
995,NCT01876784,United States,North America,USA
996,NCT01896479,Australia,Pacifica,AUS
996,NCT01896479,Canada,North America,CAN
996,NCT01896479,Croatia,Europe,HRV
996,NCT01896479,France,Europe,FRA
996,NCT01896479,Hungary,Europe,HUN
996,NCT01896479,Israel,Middle East,ISR
996,NCT01896479,Italy,Europe,ITA
996,NCT01896479,"Korea, Republic of",East Asia,KOR
996,NCT01896479,Netherlands,Europe,NLD
996,NCT01896479,Poland,Europe,POL
996,NCT01896479,Romania,Europe,ROU
996,NCT01896479,Russian Federation,North Asia,RUS
996,NCT01896479,Spain,Europe,ESP
996,NCT01896479,Sweden,Europe,SWE
997,NCT01922440,Austria,Europe,AUT
997,NCT01922440,Canada,North America,CAN
997,NCT01922440,Denmark,Europe,DNK
997,NCT01922440,Germany,Europe,DEU
997,NCT01922440,Greece,Europe,GRC
997,NCT01922440,Italy,Europe,ITA
997,NCT01922440,Norway,Europe,NOR
997,NCT01922440,Spain,Europe,ESP
997,NCT01922440,Sweden,Europe,SWE
997,NCT01922440,United Kingdom,Europe,GBR
997,NCT01922440,United States,North America,USA
998,NCT01947023,United States,North America,USA
999,NCT02012699,United States,North America,USA
1000,NCT02013479,Denmark,Europe,DNK
1001,NCT02088645,Switzerland,Europe,CHE
1002,NCT02145143,United States,North America,USA
1003,NCT02152137,United States,North America,USA
1007,NCT02156362,France,Europe,FRA
1008,NCT02185560,Japan,East Asia,JPN
1013,NCT02208544,Netherlands,Europe,NLD
1017,NCT02244463,United States,North America,USA
1020,NCT02465060,Guam,Pacifica,GUM
1020,NCT02465060,Puerto Rico,Central America,PRI
1020,NCT02465060,United States,North America,USA
1021,NCT02567877,United States,North America,USA
1022,NCT02568267,Australia,Pacifica,AUS
1022,NCT02568267,Belgium,Europe,BEL
1022,NCT02568267,China,East Asia,CHN
1022,NCT02568267,France,Europe,FRA
1022,NCT02568267,Germany,Europe,DEU
1022,NCT02568267,Hong Kong,East Asia,HKG
1022,NCT02568267,Italy,Europe,ITA
1022,NCT02568267,Japan,East Asia,JPN
1022,NCT02568267,"Korea, Republic of",East Asia,KOR
1022,NCT02568267,Netherlands,Europe,NLD
1022,NCT02568267,Poland,Europe,POL
1022,NCT02568267,Singapore,Southest Asia,SGP
1022,NCT02568267,Spain,Europe,ESP
1022,NCT02568267,Taiwan,East Asia,TWN
1022,NCT02568267,United Kingdom,Europe,GBR
1022,NCT02568267,United States,North America,USA
1023,NCT02592356,United States,North America,USA
1025,NCT02628067,Australia,Pacifica,AUS
1025,NCT02628067,Brazil,South America,BRA
1025,NCT02628067,Canada,North America,CAN
1025,NCT02628067,China,East Asia,CHN
1025,NCT02628067,Colombia,South America,COL
1025,NCT02628067,Denmark,Europe,DNK
1025,NCT02628067,France,Europe,FRA
1025,NCT02628067,Germany,Europe,DEU
1025,NCT02628067,Israel,Middle East,ISR
1025,NCT02628067,Italy,Europe,ITA
1025,NCT02628067,Japan,East Asia,JPN
1025,NCT02628067,"Korea, Republic of",East Asia,KOR
1025,NCT02628067,Netherlands,Europe,NLD
1025,NCT02628067,Norway,Europe,NOR
1025,NCT02628067,Philippines,Southest Asia,PHL
1025,NCT02628067,Russian Federation,North Asia,RUS
1025,NCT02628067,South Africa,Africa,ZAF
1025,NCT02628067,Spain,Europe,ESP
1025,NCT02628067,Taiwan,East Asia,TWN
1025,NCT02628067,United States,North America,USA
1026,NCT02657551,United States,North America,USA
1027,NCT02713269,United States,North America,USA
1028,NCT02747888,United States,North America,USA
1029,NCT02834013,Guam,Pacifica,GUM
1029,NCT02834013,United States,North America,USA
1030,NCT02838927,France,Europe,FRA
1031,NCT02867592,United States,North America,USA
1032,NCT02869620,France,Europe,FRA
1033,NCT02886949,Taiwan,East Asia,TWN
1034,NCT02938702,"Korea, Republic of",East Asia,KOR
1035,NCT02947035,United States,North America,USA
1042,NCT03029429,United States,North America,USA
1043,NCT03037385,Belgium,Europe,BEL
1043,NCT03037385,China,East Asia,CHN
1043,NCT03037385,France,Europe,FRA
1043,NCT03037385,Germany,Europe,DEU
1043,NCT03037385,Hong Kong,East Asia,HKG
1043,NCT03037385,Italy,Europe,ITA
1043,NCT03037385,"Korea, Republic of",East Asia,KOR
1043,NCT03037385,Netherlands,Europe,NLD
1043,NCT03037385,Singapore,Southest Asia,SGP
1043,NCT03037385,Spain,Europe,ESP
1043,NCT03037385,Taiwan,East Asia,TWN
1043,NCT03037385,United Kingdom,Europe,GBR
1043,NCT03037385,United States,North America,USA
1046,NCT03048877,China,East Asia,CHN
1047,NCT03053115,Italy,Europe,ITA
1048,NCT03053999,United States,North America,USA
1049,NCT03064542,Singapore,Southest Asia,SGP
1050,NCT03085056,United States,North America,USA
1051,NCT03099356,United States,North America,USA
1054,NCT03157128,Australia,Pacifica,AUS
1054,NCT03157128,Canada,North America,CAN
1054,NCT03157128,Denmark,Europe,DNK
1054,NCT03157128,France,Europe,FRA
1054,NCT03157128,Germany,Europe,DEU
1054,NCT03157128,Hong Kong,East Asia,HKG
1054,NCT03157128,Israel,Middle East,ISR
1054,NCT03157128,Italy,Europe,ITA
1054,NCT03157128,Japan,East Asia,JPN
1054,NCT03157128,"Korea, Republic of",East Asia,KOR
1054,NCT03157128,Singapore,Southest Asia,SGP
1054,NCT03157128,Spain,Europe,ESP
1054,NCT03157128,Switzerland,Europe,CHE
1054,NCT03157128,Taiwan,East Asia,TWN
1054,NCT03157128,United Kingdom,Europe,GBR
1054,NCT03157128,United States,North America,USA
1055,NCT03160274,United States,North America,USA
1056,NCT03170960,Australia,Pacifica,AUS
1056,NCT03170960,Belgium,Europe,BEL
1056,NCT03170960,France,Europe,FRA
1056,NCT03170960,Germany,Europe,DEU
1056,NCT03170960,Italy,Europe,ITA
1056,NCT03170960,Netherlands,Europe,NLD
1056,NCT03170960,Spain,Europe,ESP
1056,NCT03170960,United Kingdom,Europe,GBR
1056,NCT03170960,United States,North America,USA
1057,NCT03181100,United States,North America,USA
1060,NCT03196518,United States,North America,USA
1061,NCT03215095,United States,North America,USA
1062,NCT03246958,United States,North America,USA
1065,NCT03324880,Belgium,Europe,BEL
1065,NCT03324880,Canada,North America,CAN
1065,NCT03324880,Denmark,Europe,DNK
1065,NCT03324880,France,Europe,FRA
1065,NCT03324880,Germany,Europe,DEU
1065,NCT03324880,Italy,Europe,ITA
1065,NCT03324880,Netherlands,Europe,NLD
1065,NCT03324880,Norway,Europe,NOR
1065,NCT03324880,Portugal,Europe,PRT
1065,NCT03324880,Spain,Europe,ESP
1065,NCT03324880,Sweden,Europe,SWE
1065,NCT03324880,United Kingdom,Europe,GBR
1065,NCT03324880,United States,North America,USA
1066,NCT03324893,Canada,North America,CAN
1067,NCT03360890,United States,North America,USA
1068,NCT03377829,China,East Asia,CHN
1068,NCT03377829,Italy,Europe,ITA
1070,NCT03432299,"Korea, Republic of",East Asia,KOR
1071,NCT03449108,United States,North America,USA
1074,NCT03469011,Canada,North America,CAN
1075,NCT03475953,France,Europe,FRA
1076,NCT03483337,United States,North America,USA
1077,NCT03484884,United States,North America,USA
1078,NCT03488134,Taiwan,East Asia,TWN
1081,NCT03570021,France,Europe,FRA
1082,NCT03573960,India,South Asia,IND
1083,NCT03624751,Taiwan,East Asia,TWN
1085,NCT03633708,Argentina,South America,ARG
1085,NCT03633708,India,South Asia,IND
1085,NCT03633708,"Korea, Republic of",East Asia,KOR
1085,NCT03633708,Malaysia,Southest Asia,MYS
1085,NCT03633708,Russian Federation,North Asia,RUS
1085,NCT03633708,Singapore,Southest Asia,SGP
1085,NCT03633708,Taiwan,East Asia,TWN
1085,NCT03633708,Turkey,Middle East,TUR
1085,NCT03633708,Ukraine,Europe,UKR
1085,NCT03633708,United States,North America,USA
1086,NCT03639662,France,Europe,FRA
1087,NCT03643055,Slovenia,Europe,SVN
1088,NCT03647358,United States,North America,USA
1089,NCT03657654,United States,North America,USA
1091,NCT03676348,Norway,Europe,NOR
1094,NCT03690388,Argentina,South America,ARG
1094,NCT03690388,Australia,Pacifica,AUS
1094,NCT03690388,Austria,Europe,AUT
1094,NCT03690388,Belgium,Europe,BEL
1094,NCT03690388,Brazil,South America,BRA
1094,NCT03690388,Canada,North America,CAN
1094,NCT03690388,Croatia,Europe,HRV
1094,NCT03690388,Czechia,Europe,CZE
1094,NCT03690388,France,Europe,FRA
1094,NCT03690388,Germany,Europe,DEU
1094,NCT03690388,Hong Kong,East Asia,HKG
1094,NCT03690388,Hungary,Europe,HUN
1094,NCT03690388,Israel,Middle East,ISR
1094,NCT03690388,Italy,Europe,ITA
1094,NCT03690388,"Korea, Republic of",East Asia,KOR
1094,NCT03690388,Mexico,North America,MEX
1094,NCT03690388,Netherlands,Europe,NLD
1094,NCT03690388,Poland,Europe,POL
1094,NCT03690388,Romania,Europe,ROU
1094,NCT03690388,Russian Federation,North Asia,RUS
1094,NCT03690388,Spain,Europe,ESP
1094,NCT03690388,Taiwan,East Asia,TWN
1094,NCT03690388,Thailand,Southest Asia,THA
1094,NCT03690388,United Kingdom,Europe,GBR
1094,NCT03690388,United States,North America,USA
1096,NCT03713671,Turkey,Middle East,TUR
1098,NCT03757637,Taiwan,East Asia,TWN
1099,NCT03765333,Spain,Europe,ESP
1100,NCT03779906,United States,North America,USA
1101,NCT03822507,China,East Asia,CHN
1101,NCT03822507,Hong Kong,East Asia,HKG
1101,NCT03822507,"Korea, Republic of",East Asia,KOR
1101,NCT03822507,Taiwan,East Asia,TWN
1102,NCT03823859,Switzerland,Europe,CHE
1106,NCT03831620,Switzerland,Europe,CHE
1107,NCT03841617,United States,North America,USA
1109,NCT03892993,United States,North America,USA
1110,NCT03899792,Australia,Pacifica,AUS
1110,NCT03899792,Canada,North America,CAN
1110,NCT03899792,Denmark,Europe,DNK
1110,NCT03899792,France,Europe,FRA
1110,NCT03899792,Germany,Europe,DEU
1110,NCT03899792,Italy,Europe,ITA
1110,NCT03899792,Japan,East Asia,JPN
1110,NCT03899792,"Korea, Republic of",East Asia,KOR
1110,NCT03899792,Spain,Europe,ESP
1110,NCT03899792,United Kingdom,Europe,GBR
1110,NCT03899792,United States,North America,USA
1112,NCT03905369,Netherlands,Europe,NLD
1113,NCT03926585,Denmark,Europe,DNK
1114,NCT03931109,United States,North America,USA
1115,NCT03937349,Russian Federation,North Asia,RUS
1118,NCT03942380,Denmark,Europe,DNK
1119,NCT03969329,Belgium,Europe,BEL
1119,NCT03969329,Czechia,Europe,CZE
1119,NCT03969329,France,Europe,FRA
1119,NCT03969329,Germany,Europe,DEU
1119,NCT03969329,Greece,Europe,GRC
1119,NCT03969329,Hungary,Europe,HUN
1119,NCT03969329,Italy,Europe,ITA
1119,NCT03969329,Lithuania,Europe,LTU
1119,NCT03969329,Poland,Europe,POL
1119,NCT03969329,Portugal,Europe,PRT
1119,NCT03969329,Spain,Europe,ESP
1119,NCT03969329,United Kingdom,Europe,GBR
1120,NCT03973450,Italy,Europe,ITA
1122,NCT03975231,United States,North America,USA
1123,NCT03977207,United States,North America,USA
1124,NCT04000880,United States,North America,USA
1126,NCT04009291,Canada,North America,CAN
1126,NCT04009291,Denmark,Europe,DNK
1126,NCT04009291,Germany,Europe,DEU
1126,NCT04009291,Italy,Europe,ITA
1126,NCT04009291,Norway,Europe,NOR
1126,NCT04009291,United States,North America,USA
1130,NCT04031339,Italy,Europe,ITA
1131,NCT04040673,United Kingdom,Europe,GBR
1134,NCT04051099,Thailand,Southest Asia,THA
1135,NCT04061980,United States,North America,USA
1136,NCT04076514,Egypt,Africa,EGY
1138,NCT04104529,France,Europe,FRA
1140,NCT04126954,France,Europe,FRA
1141,NCT04129411,United States,North America,USA
1143,NCT04136912,United States,North America,USA
1144,NCT04137185,China,East Asia,CHN
1145,NCT04161391,"Korea, Republic of",East Asia,KOR
1145,NCT04161391,United States,North America,USA
1149,NCT04197960,China,East Asia,CHN
1150,NCT04211337,Australia,Pacifica,AUS
1150,NCT04211337,Belgium,Europe,BEL
1150,NCT04211337,Brazil,South America,BRA
1150,NCT04211337,Canada,North America,CAN
1150,NCT04211337,China,East Asia,CHN
1150,NCT04211337,Czechia,Europe,CZE
1150,NCT04211337,France,Europe,FRA
1150,NCT04211337,Germany,Europe,DEU
1150,NCT04211337,Greece,Europe,GRC
1150,NCT04211337,India,South Asia,IND
1150,NCT04211337,Israel,Middle East,ISR
1150,NCT04211337,Italy,Europe,ITA
1150,NCT04211337,Japan,East Asia,JPN
1150,NCT04211337,"Korea, Republic of",East Asia,KOR
1150,NCT04211337,Netherlands,Europe,NLD
1150,NCT04211337,Poland,Europe,POL
1150,NCT04211337,Russian Federation,North Asia,RUS
1150,NCT04211337,Spain,Europe,ESP
1150,NCT04211337,Taiwan,East Asia,TWN
1150,NCT04211337,United Kingdom,Europe,GBR
1150,NCT04211337,United States,North America,USA
1151,NCT04224792,United States,North America,USA
1153,NCT04238624,United States,North America,USA
1155,NCT04252001,Belgium,Europe,BEL
1155,NCT04252001,Netherlands,Europe,NLD
1155,NCT04252001,Spain,Europe,ESP
1155,NCT04252001,United Kingdom,Europe,GBR
1156,NCT04280081,China,East Asia,CHN
1159,NCT04285476,France,Europe,FRA
1160,NCT04290663,France,Europe,FRA
1161,NCT04299425,United States,North America,USA
1163,NCT04305561,Denmark,Europe,DNK
1164,NCT04309136,China,East Asia,CHN
1166,NCT04312087,China,East Asia,CHN
1167,NCT04320901,"Korea, Republic of",East Asia,KOR
1169,NCT04321954,United States,North America,USA
1170,NCT04327999,United States,North America,USA
1171,NCT04339478,Greece,Europe,GRC
1171,NCT04339478,Jordan,Middle East,JOR
1171,NCT04339478,Turkey,Middle East,TUR
1174,NCT04391244,United Kingdom,Europe,GBR
1180,NCT04400474,Spain,Europe,ESP
1184,NCT04420754,United States,North America,USA
1187,NCT04447183,China,East Asia,CHN
1189,NCT04459273,United States,North America,USA
1192,NCT04462471,United States,North America,USA
1198,NCT04481893,France,Europe,FRA
1199,NCT04521348,China,East Asia,CHN
1201,NCT04522570,Brazil,South America,BRA
1202,NCT04524884,China,East Asia,CHN
1204,NCT04544111,United States,North America,USA
1210,NCT04551170,United States,North America,USA
1213,NCT04552769,United States,North America,USA
1214,NCT04554680,Singapore,Southest Asia,SGP
1215,NCT04560426,China,East Asia,CHN
