index,nct_id,location,continent,iso
2935,NCT04614389,United States,North America,USA
2940,NCT04632524,Egypt,Africa,EGY
2941,NCT04637360,Taiwan,East Asia,TWN
2945,NCT04639388,France,Europe,FRA
2946,NCT04639960,Switzerland,Europe,CHE
2950,NCT04647006,Turkey,Middle East,TUR
2953,NCT04647500,Switzerland,Europe,CHE
2955,NCT04662190,Spain,Europe,ESP
2959,NCT04663451,Belgium,Europe,BEL
2963,NCT04666103,China,East Asia,CHN
2966,NCT04671719,France,Europe,FRA
2973,NCT04680650,China,East Asia,CHN
2978,NCT04682340,Poland,Europe,POL
2981,NCT04683575,China,East Asia,CHN
2994,NCT04704414,Switzerland,Europe,CHE
3001,NCT04708626,Sweden,Europe,SWE
3006,NCT04714918,China,East Asia,CHN
3007,NCT04730726,Netherlands,Europe,NLD
3012,NCT04731740,Russian Federation,North Asia,RUS
3015,NCT04737330,Germany,Europe,DEU
3021,NCT04740502,Italy,Europe,ITA
3032,NCT04750460,Russian Federation,North Asia,RUS
3047,NCT04767763,Poland,Europe,POL
3048,NCT04776993,Italy,Europe,ITA
3057,NCT04782856,United States,North America,USA
3059,NCT04785443,France,Europe,FRA
3065,NCT04789993,France,Europe,FRA
3069,NCT04798092,France,Europe,FRA
3077,NCT04809454,Pakistan,South Asia,PAK
3081,NCT04823728,France,Europe,FRA
3084,NCT04842994,India,South Asia,IND
3085,NCT04844164,Russian Federation,North Asia,RUS
3088,NCT04846010,United States,North America,USA
