,PMID,Full_author_name,Without_special_character
6105,19840433,"chisholm, e j",chisholm e j
6105,19840433,"tolley, n s",tolley n s
6105,19840433,"rice, a",rice a
6105,19840433,"chhatwani, a",chhatwani a
6106,19463899,"ding, zhinan",ding zhinan
6106,19463899,"ji, jingzhang",ji jingzhang
6106,19463899,"chen, guorong",chen guorong
6106,19463899,"fang, hezhi",fang hezhi
6106,19463899,"yan, shihui",yan shihui
6106,19463899,"shen, lijun",shen lijun
6106,19463899,"wei, jia",wei jia
6106,19463899,"yang, kaiyan",yang kaiyan
6106,19463899,"lu, jianxin",lu jianxin
6106,19463899,"bai, yidong",bai yidong
6107,19039650,"karaoglu, aziz",karaoglu aziz
6107,19039650,"aydin, suleyman",aydin suleyman
6107,19039650,"dagli, adile f",dagli adile f
6107,19039650,"cummings, david e",cummings david e
6107,19039650,"ozercan, ibrahim h",ozercan ibrahim h
6107,19039650,"canatan, halit",canatan halit
6107,19039650,"ozkan, yusuf",ozkan yusuf
6108,18318199,"brovkina, a f",brovkina a f
6109,19205523,"maciaszczyk, katarzyna",maciaszczyk katarzyna
6109,19205523,"pniewska-siark, barbara",pniewska-siark barbara
6109,19205523,"gajewicz, witold",gajewicz witold
6109,19205523,"stefańczyk, ludomir",stefańczyk ludomir
6109,19205523,"durko, tomasz",durko tomasz
6109,19205523,"lewiński, andrzej",lewiński andrzej
6109,19205523,"pajor, anna",pajor anna
6110,19524919,"atoini, f",atoini f
6110,19524919,"zidane, a",zidane a
6110,19524919,"traibi, a",traibi a
6110,19524919,"arsalane, a",arsalane a
6110,19524919,"elkaoui, h",elkaoui h
6110,19524919,"tahri, n",tahri n
6110,19524919,"belyamani, l",belyamani l
6110,19524919,"kabiri, e h",kabiri e h
6111,18959662,"kleid, stephen",kleid stephen
6111,18959662,"pudel, eduard",pudel eduard
6111,18959662,"potter, nicholas",potter nicholas
6112,19232172,"pou ucha, j",pou ucha j
6112,19232172,"loira bamio, f",loira bamio f
6112,19232172,"campos villarino, l m",campos villarino l m
6112,19232172,"serena puig, a",serena puig a
6112,19232172,"nuño vázquez-garza, j",nuño vázquez-garza j
6112,19232172,"pena gonzález, e",pena gonzález e
6113,19938628,"shtandel', s a",shtandel' s a
6113,19938628,"gopkalova, i v",gopkalova i v
6113,19938628,"khaziev, v v",khaziev v v
6113,19938628,"dubovik, v n",dubovik v n
6113,19938628,"svetlova-kovalenko, e a",svetlova-kovalenko e a
6114,18678601,"gopalakrishnan, sripathy",gopalakrishnan sripathy
6114,18678601,"chugh, pradeep kumar",chugh pradeep kumar
6114,18678601,"chhillar, mitrabasu",chhillar mitrabasu
6114,18678601,"ambardar, vinod kumar",ambardar vinod kumar
6114,18678601,"sahoo, maheshwar",sahoo maheshwar
6114,18678601,"sankar, rajan",sankar rajan
6115,17929233,"winbladh, a",winbladh a
6115,17929233,"järhult, j",järhult j
6116,18618140,"lombard, fanny",lombard fanny
6116,18618140,"dalla-vale, fabienne",dalla-vale fabienne
6116,18618140,"veyrac, corinne",veyrac corinne
6116,18618140,"plan, odile",plan odile
6116,18618140,"cambonie, gilles",cambonie gilles
6116,18618140,"picaud, jean-charles",picaud jean-charles
6117,19693445,"kazi, tasneem gul",kazi tasneem gul
6117,19693445,"kandhro, ghulam abbas",kandhro ghulam abbas
6117,19693445,"afridi, hassan imran",afridi hassan imran
6117,19693445,"kazi, naveed",kazi naveed
6117,19693445,"baig, jameel ahmed",baig jameel ahmed
6117,19693445,"arain, mohammad balal",arain mohammad balal
6117,19693445,"shah, abdul qadir",shah abdul qadir
6117,19693445,"syed, nasreen",syed nasreen
6117,19693445,"kumar, sham",kumar sham
6117,19693445,"kolachi, nida fatima",kolachi nida fatima
6117,19693445,"khan, sumaira",khan sumaira
6118,19289321,"chadha, chhavi",chadha chhavi
6118,19289321,"pritzker, marc",pritzker marc
6118,19289321,"mariash, cary n",mariash cary n
6119,18284438,"yazisiz, v",yazisiz v
6119,18284438,"ongüt, g",ongüt g
6119,18284438,"terzioğlu, e",terzioğlu e
6119,18284438,"karayalçin, u",karayalçin u
6120,18988387,"malabu, usman h",malabu usman h
6120,18988387,"alfadda, assim",alfadda assim
6120,18988387,"sulimani, riad a",sulimani riad a
6120,18988387,"al-rubeaan, khalid a",al-rubeaan khalid a
6120,18988387,"al-ruhaily, atallah d",al-ruhaily atallah d
6120,18988387,"fouda, mona a",fouda mona a
6120,18988387,"al-maatouq, mohamed a",al-maatouq mohamed a
6120,18988387,"el-desouki, mahmoud i",el-desouki mahmoud i
6121,18490216,"hussain, mohamad",hussain mohamad
6121,18490216,"hisham, abdullah n",hisham abdullah n
6122,19958937,"bradly, dawn p",bradly dawn p
6122,19958937,"reddy, vijaya",reddy vijaya
6122,19958937,"prinz, richard a",prinz richard a
6122,19958937,"gattuso, paolo",gattuso paolo
6123,18479627,"morrissey, andrew t",morrissey andrew t
6123,18479627,"chau, jason",chau jason
6123,18479627,"yunker, warren k",yunker warren k
6123,18479627,"mechor, brad",mechor brad
6123,18479627,"seikaly, hadi",seikaly hadi
6123,18479627,"harris, jeffrey r",harris jeffrey r
6124,18929289,"ulukaya, sezgin",ulukaya sezgin
6124,18929289,"makay, ozer",makay ozer
6124,18929289,"icoz, gokhan",icoz gokhan
6124,18929289,"demir, fusun",demir fusun
6124,18929289,"sezer, taylan",sezer taylan
6125,18996810,"braverman, lewis",braverman lewis
6125,18996810,"kloos, richard t",kloos richard t
6125,18996810,"law, bill jr",law bill jr
6125,18996810,"kipnes, mark",kipnes mark
6125,18996810,"dionne, michelle",dionne michelle
6125,18996810,"magner, james",magner james
6126,20463839,"rugiu, m g",rugiu m g
6126,20463839,"piemonte, m",piemonte m
6127,19107232,"zou, minjing",zou minjing
6127,19107232,"baitei, essa y",baitei essa y
6127,19107232,"alzahrani, ali s",alzahrani ali s
6127,19107232,"al-mohanna, futwan",al-mohanna futwan
6127,19107232,"farid, nadir r",farid nadir r
6127,19107232,"meyer, brian",meyer brian
6127,19107232,"shi, yufei",shi yufei
6128,18664541,"bonnema, steen j",bonnema steen j
6128,18664541,"nielsen, viveque e",nielsen viveque e
6128,18664541,"boel-jørgensen, henrik",boel-jørgensen henrik
6128,18664541,"grupe, peter",grupe peter
6128,18664541,"andersen, peter b",andersen peter b
6128,18664541,"bastholt, lars",bastholt lars
6128,18664541,"hegedüs, laszlo",hegedüs laszlo
6129,19932905,"schiro, adam j",schiro adam j
6129,19932905,"pinchot, scott n",pinchot scott n
6129,19932905,"chen, herbert",chen herbert
6129,19932905,"sippel, rebecca s",sippel rebecca s
6130,19859637,"bento, alexandra",bento alexandra
6130,19859637,"gonçalves, ana paula",gonçalves ana paula
6131,19820019,"garg, manoj",garg manoj
6131,19820019,"kanojia, deepika",kanojia deepika
6131,19820019,"suri, sushma",suri sushma
6131,19820019,"gupta, sameer",gupta sameer
6131,19820019,"gupta, anju",gupta anju
6131,19820019,"suri, anil",suri anil
6132,19105860,"heydon, emma e",heydon emma e
6132,19105860,"thomson, christine d",thomson christine d
6132,19105860,"mann, jim",mann jim
6132,19105860,"williams, sheila m",williams sheila m
6132,19105860,"skeaff, sheila a",skeaff sheila a
6132,19105860,"sherpa, kami t",sherpa kami t
6132,19105860,"heydon, john l",heydon john l
6133,19506393,"ben-skowronek, iwona",ben-skowronek iwona
6133,19506393,"sierocinska-sawa, jadwiga",sierocinska-sawa jadwiga
6133,19506393,"szewczyk, leszek",szewczyk leszek
6133,19506393,"korobowicz, elzbieta",korobowicz elzbieta
6134,18824866,"popova, galina",popova galina
6134,18824866,"paterson, wendy f",paterson wendy f
6134,18824866,"brown, arlene",brown arlene
6134,18824866,"donaldson, malcolm d c",donaldson malcolm d c
6135,19852395,"santesmases, maría jesús",santesmases maría jesús
6136,18843438,"rumstadt, b",rumstadt b
6136,18843438,"klein, b",klein b
6136,18843438,"kirr, h",kirr h
6136,18843438,"kaltenbach, n",kaltenbach n
6136,18843438,"homenu, w",homenu w
6136,18843438,"schilling, d",schilling d
6137,18613938,"dere, kamer",dere kamer
6137,18613938,"teksoz, ertan",teksoz ertan
6137,18613938,"sen, huseyin",sen huseyin
6137,18613938,"orhan, mehmet emin",orhan mehmet emin
6137,18613938,"ozkan, sezai",ozkan sezai
6137,18613938,"dagli, guner",dagli guner
6138,18462261,"boelaert, k",boelaert k
6138,18462261,"syed, a a",syed a a
6138,18462261,"manji, n",manji n
6138,18462261,"sheppard, m c",sheppard m c
6138,18462261,"holder, r l",holder r l
6138,18462261,"gough, s c",gough s c
6138,18462261,"franklyn, j a",franklyn j a
6139,19336661,"gérard, anne-catherine",gérard anne-catherine
6139,19336661,"poncin, sylvie",poncin sylvie
6139,19336661,"audinot, jean-nicolas",audinot jean-nicolas
6139,19336661,"denef, jean-françois",denef jean-françois
6139,19336661,"colin, ides m",colin ides m
6140,20134258,"martino, e",martino e
6141,18240111,"thomas, d",thomas d
6141,18240111,"liakos, v",liakos v
6141,18240111,"michou, v",michou v
6141,18240111,"kapranos, n",kapranos n
6141,18240111,"kaltsas, g",kaltsas g
6141,18240111,"tsilivakos, v",tsilivakos v
6141,18240111,"tsatsoulis, a",tsatsoulis a
6142,18219223,"casadio, rachele",casadio rachele
6142,18219223,"santi, valentina",santi valentina
6142,18219223,"mirici-cappa, federica",mirici-cappa federica
6142,18219223,"magini, giulia",magini giulia
6142,18219223,"cacciari, mauro",cacciari mauro
6142,18219223,"bernardi, mauro",bernardi mauro
6142,18219223,"trevisani, franco",trevisani franco
6143,19998244,"hampel, r",hampel r
6143,19998244,"bennöhr, g",bennöhr g
6143,19998244,"gordalla, a",gordalla a
6143,19998244,"below, h",below h
6144,17395536,"below, harald",below harald
6144,17395536,"zöllner, helmut",zöllner helmut
6144,17395536,"völzke, henry",völzke henry
6144,17395536,"kramer, axel",kramer axel
6145,19041015,"grodski, simon",grodski simon
6145,19041015,"brown, tani",brown tani
6145,19041015,"sidhu, stan",sidhu stan
6145,19041015,"gill, anthony",gill anthony
6145,19041015,"robinson, bruce",robinson bruce
6145,19041015,"learoyd, diana",learoyd diana
6145,19041015,"sywak, mark",sywak mark
6145,19041015,"reeve, tom",reeve tom
6145,19041015,"delbridge, leigh",delbridge leigh
6146,19731774,"dabbaghmanesh, m h",dabbaghmanesh m h
6146,19731774,"sadegholvaad, a",sadegholvaad a
6146,19731774,"ejtehadi, f",ejtehadi f
6146,19731774,"omrani, g r",omrani g r
6147,18976166,"costeira, maria j",costeira maria j
6147,18976166,"oliveira, pedro",oliveira pedro
6147,18976166,"ares, susana",ares susana
6147,18976166,"de escobar, gabriella morreale",de escobar gabriella morreale
6147,18976166,"palha, joana a",palha joana a
6148,18003667,"chandra, amar k",chandra amar k
6148,18003667,"debnath, arijit",debnath arijit
6148,18003667,"tripathy, smritiratan",tripathy smritiratan
6149,19856694,"garcía-miguel, f j",garcía-miguel f j
6149,19856694,"vicinay pinedo, s",vicinay pinedo s
6149,19856694,"lopetegui, e",lopetegui e
6149,19856694,"mirón rodríguez, m f",mirón rodríguez m f
6150,19955847,"regalbuto, c",regalbuto c
6150,19955847,"scollo, g",scollo g
6150,19955847,"pandini, g",pandini g
6150,19955847,"ferrigno, r",ferrigno r
6150,19955847,"pezzino, v",pezzino v
6151,18568296,"kandhro, ghulam abbas",kandhro ghulam abbas
6151,18568296,"kazi, tasneem gul",kazi tasneem gul
6151,18568296,"afridi, hassan imran",afridi hassan imran
6151,18568296,"kazi, naveed",kazi naveed
6151,18568296,"arain, mohammad balal",arain mohammad balal
6151,18568296,"sarfraz, raja adil",sarfraz raja adil
6151,18568296,sirajuddin,sirajuddin
6151,18568296,"syed, nasreen",syed nasreen
6151,18568296,"baig, jameel ahmed",baig jameel ahmed
6151,18568296,"shah, abdul qadir",shah abdul qadir
6152,18187169,"gatseva, penka d",gatseva penka d
6152,18187169,"argirova, mariana d",argirova mariana d
6153,18205986,"pineda-lucatero, alicia",pineda-lucatero alicia
6153,18205986,"avila-jiménez, laura",avila-jiménez laura
6153,18205986,"ramos-hernández, rosa isela",ramos-hernández rosa isela
6153,18205986,"magos, clementina",magos clementina
6153,18205986,"martínez, homero",martínez homero
6154,19636201,"alba, m",alba m
6154,19636201,"fintini, d",fintini d
6154,19636201,"lovicu, r m",lovicu r m
6154,19636201,"paragliola, r m",paragliola r m
6154,19636201,"papi, g",papi g
6154,19636201,"rota, c a",rota c a
6154,19636201,"pontecorvi, a",pontecorvi a
6154,19636201,"corsello, s m",corsello s m
6155,17623491,"burns, p",burns p
6155,17623491,"doody, j",doody j
6155,17623491,"timon, c",timon c
6156,17709337,"dabbaghmanesh, mohammad hossein",dabbaghmanesh mohammad hossein
6156,17709337,"sadegholvaad, abdolsamad",sadegholvaad abdolsamad
6156,17709337,"zarei, firoozeh",zarei firoozeh
6156,17709337,"omrani, gholamhossein",omrani gholamhossein
6157,20101889,"ozbek, mehmet nuri",ozbek mehmet nuri
6157,20101889,"uslu, abdi burak",uslu abdi burak
6157,20101889,"onenli-mungan, neslihan",onenli-mungan neslihan
6157,20101889,"yuksel, bilgin",yuksel bilgin
6157,20101889,"pohlenz, joachim",pohlenz joachim
6157,20101889,"topaloglu, ali kemal",topaloglu ali kemal
6158,18473192,"thomas, dimitrios",thomas dimitrios
6158,18473192,"karachaliou, feneli",karachaliou feneli
6158,18473192,"kallergi, konstantina",kallergi konstantina
6158,18473192,"vlachopapadopoulou, elpis",vlachopapadopoulou elpis
6158,18473192,"antonaki, georgia",antonaki georgia
6158,18473192,"chatzimarkou, fotini",chatzimarkou fotini
6158,18473192,"fotinou, aspasia",fotinou aspasia
6158,18473192,"kaldrymides, philippos",kaldrymides philippos
6158,18473192,"michalacos, stefanos",michalacos stefanos
6159,18543402,"canbaz, hakan",canbaz hakan
6159,18543402,"dirlik, musa",dirlik musa
6159,18543402,"colak, tahsin",colak tahsin
6159,18543402,"ocal, koray",ocal koray
6159,18543402,"akca, tamer",akca tamer
6159,18543402,"bilgin, oner",bilgin oner
6159,18543402,"tasdelen, bahar",tasdelen bahar
6159,18543402,"aydin, suha",aydin suha
6160,19411232,"luton, d",luton d
6160,19411232,"huel, c",huel c
6160,19411232,"vuillard, e",vuillard e
