index,nct_id,category_age
1265,NCT04742959,[65 and more]
1266,NCT04745793,[18-65]
1266,NCT04745793,[65 and more]
1268,NCT04747275,[0-17]
1270,NCT04754607,[18-65]
1270,NCT04754607,[65 and more]
1272,NCT04759911,[0-17]
1272,NCT04759911,[18-65]
1272,NCT04759911,[65 and more]
1277,NCT04760171,[18-65]
1277,NCT04760171,[65 and more]
1278,NCT04760288,[0-17]
1278,NCT04760288,[18-65]
1278,NCT04760288,[65 and more]
1279,NCT04778865,[18-65]
1282,NCT04784208,[18-65]
1282,NCT04784208,[65 and more]
1284,NCT04787328,[18-65]
1284,NCT04787328,[65 and more]
1285,NCT04795947,[18-65]
1285,NCT04795947,[65 and more]
1286,NCT04798092,[18-65]
1286,NCT04798092,[65 and more]
1287,NCT04802876,[18-65]
1287,NCT04802876,[65 and more]
1288,NCT04806269,[18-65]
1290,NCT04821336,[18-65]
1290,NCT04821336,[65 and more]
1291,NCT04831957,[65 and more]
1292,NCT04844164,[18-65]
1293,NCT04853680,[18-65]
1293,NCT04853680,[65 and more]
1296,NCT04857086,[0-17]
1296,NCT04857086,[18-65]
1296,NCT04857086,[65 and more]
1297,NCT04858867,[18-65]
1297,NCT04858867,[65 and more]
1298,NCT04868045,[18-65]
1298,NCT04868045,[65 and more]
1300,NCT04878614,[18-65]
1300,NCT04878614,[65 and more]
1302,NCT04880798,[18-65]
1302,NCT04880798,[65 and more]
1303,NCT04892303,[18-65]
1303,NCT04892303,[65 and more]
1305,NCT04922801,[18-65]
1305,NCT04922801,[65 and more]
1309,NCT04931576,[18-65]
1312,NCT04940052,[18-65]
1312,NCT04940052,[65 and more]
1313,NCT04946123,[18-65]
1313,NCT04946123,[65 and more]
1315,NCT04948437,[18-65]
1315,NCT04948437,[65 and more]
1317,NCT04948671,[18-65]
1317,NCT04948671,[65 and more]
1318,NCT04952012,[18-65]
1319,NCT04952493,[18-65]
1319,NCT04952493,[65 and more]
1320,NCT04964284,[18-65]
1320,NCT04964284,[65 and more]
1323,NCT04970134,[18-65]
1323,NCT04970134,[65 and more]
1324,NCT04971473,[18-65]
1324,NCT04971473,[65 and more]
1326,NCT04994080,[18-65]
1326,NCT04994080,[65 and more]
1328,NCT05003856,[18-65]
1328,NCT05003856,[65 and more]
1331,NCT05014698,[0-17]
1331,NCT05014698,[18-65]
1331,NCT05014698,[65 and more]
1333,NCT05015725,[18-65]
1333,NCT05015725,[65 and more]
1334,NCT05022641,[18-65]
1334,NCT05022641,[65 and more]
1337,NCT05022667,[18-65]
1337,NCT05022667,[65 and more]
1341,NCT05024929,[0-17]
1341,NCT05024929,[18-65]
1342,NCT05025046,[18-65]
1342,NCT05025046,[65 and more]
1344,NCT05043584,[18-65]
1344,NCT05043584,[65 and more]
1345,NCT05078853,[18-65]
1345,NCT05078853,[65 and more]
1346,NCT05088187,[18-65]
1346,NCT05088187,[65 and more]
1349,NCT05102292,[18-65]
1349,NCT05102292,[65 and more]
1350,NCT05103956,[18-65]
1350,NCT05103956,[65 and more]
1351,NCT05114980,[18-65]
1351,NCT05114980,[65 and more]
1354,NCT05124938,[0-17]
1354,NCT05124938,[18-65]
1354,NCT05124938,[65 and more]
1356,NCT05132205,[18-65]
1356,NCT05132205,[65 and more]
1357,NCT05132478,[18-65]
1357,NCT05132478,[65 and more]
1359,NCT05143918,[18-65]
1360,NCT05152927,[18-65]
1360,NCT05152927,[65 and more]
1366,NCT05172921,[18-65]
1366,NCT05172921,[65 and more]
1367,NCT05175404,[18-65]
1367,NCT05175404,[65 and more]
1369,NCT05182931,[18-65]
1369,NCT05182931,[65 and more]
1371,NCT05218395,[18-65]
1371,NCT05218395,[65 and more]
1372,NCT05221008,[18-65]
1372,NCT05221008,[65 and more]
1373,NCT05228184,[0-17]
1375,NCT05240911,[18-65]
1375,NCT05240911,[65 and more]
1377,NCT05241834,[0-17]
1377,NCT05241834,[18-65]
1377,NCT05241834,[65 and more]
1378,NCT05243979,[18-65]
1378,NCT05243979,[65 and more]
1379,NCT05247476,[18-65]
1379,NCT05247476,[65 and more]
1381,NCT05252884,[18-65]
1381,NCT05252884,[65 and more]
1385,NCT05260255,[18-65]
1385,NCT05260255,[65 and more]
1386,NCT05263141,[18-65]
1386,NCT05263141,[65 and more]
1388,NCT05265819,[18-65]
1389,NCT05270798,[18-65]
1389,NCT05270798,[65 and more]
1390,NCT05275374,[18-65]
1390,NCT05275374,[65 and more]
1391,NCT05275946,[0-17]
1391,NCT05275946,[18-65]
1396,NCT05278364,[18-65]
1396,NCT05278364,[65 and more]
1398,NCT02868476,[18-65]
1398,NCT02868476,[65 and more]
1399,NCT03191188,[18-65]
1399,NCT03191188,[65 and more]
1400,NCT03369405,[18-65]
1400,NCT03369405,[65 and more]
1401,NCT03414021,[18-65]
1401,NCT03414021,[65 and more]
1402,NCT04167423,[0-17]
1402,NCT04167423,[18-65]
1402,NCT04167423,[65 and more]
1403,NCT04279184,[18-65]
1403,NCT04279184,[65 and more]
1404,NCT04351945,[18-65]
1404,NCT04351945,[65 and more]
1405,NCT04427904,[18-65]
1405,NCT04427904,[65 and more]
1406,NCT04471597,[18-65]
1407,NCT04542278,[18-65]
1407,NCT04542278,[65 and more]
1408,NCT04794257,[18-65]
1408,NCT04794257,[65 and more]
1409,NCT04842942,[18-65]
1409,NCT04842942,[65 and more]
1410,NCT04943146,[18-65]
1411,NCT05036525,[18-65]
1411,NCT05036525,[65 and more]
