index,nct_id,location,continent,iso
987,NCT01298323,China,East Asia,CHN
987,NCT01298323,Czechia,Europe,CZE
987,NCT01298323,Denmark,Europe,DNK
987,NCT01298323,Finland,Europe,FIN
987,NCT01298323,Germany,Europe,DEU
987,NCT01298323,Greece,Europe,GRC
987,NCT01298323,India,South Asia,IND
987,NCT01298323,Israel,Middle East,ISR
987,NCT01298323,Italy,Europe,ITA
987,NCT01298323,"Korea, Republic of",East Asia,KOR
987,NCT01298323,Poland,Europe,POL
987,NCT01298323,Russian Federation,North Asia,RUS
987,NCT01298323,Sweden,Europe,SWE
987,NCT01298323,United Kingdom,Europe,GBR
988,NCT01398085,United Kingdom,Europe,GBR
989,NCT01412762,United States,North America,USA
990,NCT01496313,Czechia,Europe,CZE
990,NCT01496313,India,South Asia,IND
990,NCT01496313,Israel,Middle East,ISR
990,NCT01496313,Italy,Europe,ITA
990,NCT01496313,Netherlands,Europe,NLD
990,NCT01496313,Poland,Europe,POL
990,NCT01496313,Russian Federation,North Asia,RUS
990,NCT01496313,United Kingdom,Europe,GBR
990,NCT01496313,United States,North America,USA
991,NCT01552434,United States,North America,USA
992,NCT01660984,United States,North America,USA
993,NCT01709292,United States,North America,USA
994,NCT01723202,United States,North America,USA
998,NCT01774279,Ireland,Europe,IRL
998,NCT01774279,United Kingdom,Europe,GBR
999,NCT01831869,China,East Asia,CHN
1001,NCT01848171,China,East Asia,CHN
1003,NCT01876784,Brazil,South America,BRA
1003,NCT01876784,China,East Asia,CHN
1003,NCT01876784,Czechia,Europe,CZE
1003,NCT01876784,Denmark,Europe,DNK
1003,NCT01876784,France,Europe,FRA
1003,NCT01876784,Italy,Europe,ITA
1003,NCT01876784,Japan,East Asia,JPN
1003,NCT01876784,Poland,Europe,POL
1003,NCT01876784,Russian Federation,North Asia,RUS
1003,NCT01876784,Spain,Europe,ESP
1003,NCT01876784,Sweden,Europe,SWE
1003,NCT01876784,United States,North America,USA
1004,NCT01896479,Australia,Pacifica,AUS
1004,NCT01896479,Canada,North America,CAN
1004,NCT01896479,Croatia,Europe,HRV
1004,NCT01896479,France,Europe,FRA
1004,NCT01896479,Hungary,Europe,HUN
1004,NCT01896479,Israel,Middle East,ISR
1004,NCT01896479,Italy,Europe,ITA
1004,NCT01896479,"Korea, Republic of",East Asia,KOR
1004,NCT01896479,Netherlands,Europe,NLD
1004,NCT01896479,Poland,Europe,POL
1004,NCT01896479,Romania,Europe,ROU
1004,NCT01896479,Russian Federation,North Asia,RUS
1004,NCT01896479,Spain,Europe,ESP
1004,NCT01896479,Sweden,Europe,SWE
1005,NCT01922440,Austria,Europe,AUT
1005,NCT01922440,Canada,North America,CAN
1005,NCT01922440,Denmark,Europe,DNK
1005,NCT01922440,Germany,Europe,DEU
1005,NCT01922440,Greece,Europe,GRC
1005,NCT01922440,Italy,Europe,ITA
1005,NCT01922440,Norway,Europe,NOR
1005,NCT01922440,Spain,Europe,ESP
1005,NCT01922440,Sweden,Europe,SWE
1005,NCT01922440,United Kingdom,Europe,GBR
1005,NCT01922440,United States,North America,USA
1006,NCT01947023,United States,North America,USA
1007,NCT02012699,United States,North America,USA
1008,NCT02013479,Denmark,Europe,DNK
1009,NCT02088645,Switzerland,Europe,CHE
1010,NCT02145143,United States,North America,USA
1011,NCT02152137,United States,North America,USA
1015,NCT02156362,France,Europe,FRA
1016,NCT02185560,Japan,East Asia,JPN
1021,NCT02208544,Netherlands,Europe,NLD
1025,NCT02244463,United States,North America,USA
1028,NCT02465060,Guam,Pacifica,GUM
1028,NCT02465060,Puerto Rico,Central America,PRI
1028,NCT02465060,United States,North America,USA
1029,NCT02567877,United States,North America,USA
1030,NCT02568267,Australia,Pacifica,AUS
1030,NCT02568267,Belgium,Europe,BEL
1030,NCT02568267,China,East Asia,CHN
1030,NCT02568267,France,Europe,FRA
1030,NCT02568267,Germany,Europe,DEU
1030,NCT02568267,Hong Kong,East Asia,HKG
1030,NCT02568267,Italy,Europe,ITA
1030,NCT02568267,Japan,East Asia,JPN
1030,NCT02568267,"Korea, Republic of",East Asia,KOR
1030,NCT02568267,Netherlands,Europe,NLD
1030,NCT02568267,Poland,Europe,POL
1030,NCT02568267,Singapore,Southest Asia,SGP
1030,NCT02568267,Spain,Europe,ESP
1030,NCT02568267,Taiwan,East Asia,TWN
1030,NCT02568267,United Kingdom,Europe,GBR
1030,NCT02568267,United States,North America,USA
1031,NCT02592356,United States,North America,USA
1033,NCT02628067,Australia,Pacifica,AUS
1033,NCT02628067,Brazil,South America,BRA
1033,NCT02628067,Canada,North America,CAN
1033,NCT02628067,China,East Asia,CHN
1033,NCT02628067,Colombia,South America,COL
1033,NCT02628067,Denmark,Europe,DNK
1033,NCT02628067,France,Europe,FRA
1033,NCT02628067,Germany,Europe,DEU
1033,NCT02628067,Israel,Middle East,ISR
1033,NCT02628067,Italy,Europe,ITA
1033,NCT02628067,Japan,East Asia,JPN
1033,NCT02628067,"Korea, Republic of",East Asia,KOR
1033,NCT02628067,Netherlands,Europe,NLD
1033,NCT02628067,Norway,Europe,NOR
1033,NCT02628067,Philippines,Southest Asia,PHL
1033,NCT02628067,Russian Federation,North Asia,RUS
1033,NCT02628067,South Africa,Africa,ZAF
1033,NCT02628067,Spain,Europe,ESP
1033,NCT02628067,Taiwan,East Asia,TWN
1033,NCT02628067,United States,North America,USA
1034,NCT02657551,United States,North America,USA
1035,NCT02713269,United States,North America,USA
1036,NCT02747888,United States,North America,USA
1037,NCT02834013,Guam,Pacifica,GUM
1037,NCT02834013,United States,North America,USA
1038,NCT02838927,France,Europe,FRA
1039,NCT02867592,United States,North America,USA
1040,NCT02869620,France,Europe,FRA
1041,NCT02886949,Taiwan,East Asia,TWN
1042,NCT02938702,"Korea, Republic of",East Asia,KOR
1043,NCT02947035,United States,North America,USA
1050,NCT03029429,United States,North America,USA
1051,NCT03037385,Belgium,Europe,BEL
1051,NCT03037385,China,East Asia,CHN
1051,NCT03037385,France,Europe,FRA
1051,NCT03037385,Germany,Europe,DEU
1051,NCT03037385,Hong Kong,East Asia,HKG
1051,NCT03037385,Italy,Europe,ITA
1051,NCT03037385,"Korea, Republic of",East Asia,KOR
1051,NCT03037385,Netherlands,Europe,NLD
1051,NCT03037385,Singapore,Southest Asia,SGP
1051,NCT03037385,Spain,Europe,ESP
1051,NCT03037385,Taiwan,East Asia,TWN
1051,NCT03037385,United Kingdom,Europe,GBR
1051,NCT03037385,United States,North America,USA
1054,NCT03048877,China,East Asia,CHN
1055,NCT03053115,Italy,Europe,ITA
1056,NCT03053999,United States,North America,USA
1057,NCT03064542,Singapore,Southest Asia,SGP
1058,NCT03085056,United States,North America,USA
1059,NCT03099356,United States,North America,USA
1062,NCT03157128,Australia,Pacifica,AUS
1062,NCT03157128,Canada,North America,CAN
1062,NCT03157128,Denmark,Europe,DNK
1062,NCT03157128,France,Europe,FRA
1062,NCT03157128,Germany,Europe,DEU
1062,NCT03157128,Hong Kong,East Asia,HKG
1062,NCT03157128,Israel,Middle East,ISR
1062,NCT03157128,Italy,Europe,ITA
1062,NCT03157128,Japan,East Asia,JPN
1062,NCT03157128,"Korea, Republic of",East Asia,KOR
1062,NCT03157128,Singapore,Southest Asia,SGP
1062,NCT03157128,Spain,Europe,ESP
1062,NCT03157128,Switzerland,Europe,CHE
1062,NCT03157128,Taiwan,East Asia,TWN
1062,NCT03157128,United Kingdom,Europe,GBR
1062,NCT03157128,United States,North America,USA
1063,NCT03160274,United States,North America,USA
1064,NCT03170960,Australia,Pacifica,AUS
1064,NCT03170960,Belgium,Europe,BEL
1064,NCT03170960,France,Europe,FRA
1064,NCT03170960,Germany,Europe,DEU
1064,NCT03170960,Italy,Europe,ITA
1064,NCT03170960,Netherlands,Europe,NLD
1064,NCT03170960,Spain,Europe,ESP
1064,NCT03170960,United Kingdom,Europe,GBR
1064,NCT03170960,United States,North America,USA
1065,NCT03181100,United States,North America,USA
1068,NCT03196518,United States,North America,USA
1069,NCT03215095,United States,North America,USA
1070,NCT03246958,United States,North America,USA
1073,NCT03324880,Belgium,Europe,BEL
1073,NCT03324880,Canada,North America,CAN
1073,NCT03324880,Denmark,Europe,DNK
1073,NCT03324880,France,Europe,FRA
1073,NCT03324880,Germany,Europe,DEU
1073,NCT03324880,Italy,Europe,ITA
1073,NCT03324880,Netherlands,Europe,NLD
1073,NCT03324880,Norway,Europe,NOR
1073,NCT03324880,Portugal,Europe,PRT
1073,NCT03324880,Spain,Europe,ESP
1073,NCT03324880,Sweden,Europe,SWE
1073,NCT03324880,United Kingdom,Europe,GBR
1073,NCT03324880,United States,North America,USA
1074,NCT03324893,Canada,North America,CAN
1075,NCT03360890,United States,North America,USA
1076,NCT03377829,China,East Asia,CHN
1076,NCT03377829,Italy,Europe,ITA
1078,NCT03432299,"Korea, Republic of",East Asia,KOR
1079,NCT03449108,United States,North America,USA
1082,NCT03469011,Canada,North America,CAN
1083,NCT03475953,France,Europe,FRA
1084,NCT03483337,United States,North America,USA
1085,NCT03484884,United States,North America,USA
1086,NCT03488134,Taiwan,East Asia,TWN
1089,NCT03570021,France,Europe,FRA
1090,NCT03573960,India,South Asia,IND
1091,NCT03624751,Taiwan,East Asia,TWN
1093,NCT03633708,Argentina,South America,ARG
1093,NCT03633708,India,South Asia,IND
1093,NCT03633708,"Korea, Republic of",East Asia,KOR
1093,NCT03633708,Malaysia,Southest Asia,MYS
1093,NCT03633708,Russian Federation,North Asia,RUS
1093,NCT03633708,Singapore,Southest Asia,SGP
1093,NCT03633708,Taiwan,East Asia,TWN
1093,NCT03633708,Turkey,Middle East,TUR
1093,NCT03633708,Ukraine,Europe,UKR
1093,NCT03633708,United States,North America,USA
1094,NCT03639662,France,Europe,FRA
1095,NCT03643055,Slovenia,Europe,SVN
1096,NCT03647358,United States,North America,USA
1097,NCT03657654,United States,North America,USA
1099,NCT03676348,Norway,Europe,NOR
1102,NCT03690388,Argentina,South America,ARG
1102,NCT03690388,Australia,Pacifica,AUS
1102,NCT03690388,Austria,Europe,AUT
1102,NCT03690388,Belgium,Europe,BEL
1102,NCT03690388,Brazil,South America,BRA
1102,NCT03690388,Canada,North America,CAN
1102,NCT03690388,Croatia,Europe,HRV
1102,NCT03690388,Czechia,Europe,CZE
1102,NCT03690388,France,Europe,FRA
1102,NCT03690388,Germany,Europe,DEU
1102,NCT03690388,Hong Kong,East Asia,HKG
1102,NCT03690388,Hungary,Europe,HUN
1102,NCT03690388,Israel,Middle East,ISR
1102,NCT03690388,Italy,Europe,ITA
1102,NCT03690388,"Korea, Republic of",East Asia,KOR
1102,NCT03690388,Mexico,North America,MEX
1102,NCT03690388,Netherlands,Europe,NLD
1102,NCT03690388,Poland,Europe,POL
1102,NCT03690388,Romania,Europe,ROU
1102,NCT03690388,Russian Federation,North Asia,RUS
1102,NCT03690388,Spain,Europe,ESP
1102,NCT03690388,Taiwan,East Asia,TWN
1102,NCT03690388,Thailand,Southest Asia,THA
1102,NCT03690388,United Kingdom,Europe,GBR
1102,NCT03690388,United States,North America,USA
1104,NCT03713671,Turkey,Middle East,TUR
1106,NCT03757637,Taiwan,East Asia,TWN
1107,NCT03765333,Spain,Europe,ESP
1108,NCT03779906,United States,North America,USA
1109,NCT03822507,China,East Asia,CHN
1109,NCT03822507,Hong Kong,East Asia,HKG
1109,NCT03822507,"Korea, Republic of",East Asia,KOR
1109,NCT03822507,Taiwan,East Asia,TWN
1110,NCT03823859,Switzerland,Europe,CHE
1114,NCT03831620,Switzerland,Europe,CHE
1115,NCT03841617,United States,North America,USA
1117,NCT03892993,United States,North America,USA
1118,NCT03899792,Australia,Pacifica,AUS
1118,NCT03899792,Canada,North America,CAN
1118,NCT03899792,Denmark,Europe,DNK
1118,NCT03899792,France,Europe,FRA
1118,NCT03899792,Germany,Europe,DEU
1118,NCT03899792,Italy,Europe,ITA
1118,NCT03899792,Japan,East Asia,JPN
1118,NCT03899792,"Korea, Republic of",East Asia,KOR
1118,NCT03899792,Spain,Europe,ESP
1118,NCT03899792,United Kingdom,Europe,GBR
1118,NCT03899792,United States,North America,USA
1120,NCT03905369,Netherlands,Europe,NLD
1121,NCT03926585,Denmark,Europe,DNK
1122,NCT03931109,United States,North America,USA
1123,NCT03937349,Russian Federation,North Asia,RUS
1126,NCT03942380,Denmark,Europe,DNK
1127,NCT03969329,Belgium,Europe,BEL
1127,NCT03969329,Czechia,Europe,CZE
1127,NCT03969329,France,Europe,FRA
1127,NCT03969329,Germany,Europe,DEU
1127,NCT03969329,Greece,Europe,GRC
1127,NCT03969329,Hungary,Europe,HUN
1127,NCT03969329,Italy,Europe,ITA
1127,NCT03969329,Lithuania,Europe,LTU
1127,NCT03969329,Poland,Europe,POL
1127,NCT03969329,Portugal,Europe,PRT
1127,NCT03969329,Spain,Europe,ESP
1127,NCT03969329,United Kingdom,Europe,GBR
1128,NCT03973450,Italy,Europe,ITA
1130,NCT03975231,United States,North America,USA
1131,NCT03977207,United States,North America,USA
1132,NCT04000880,United States,North America,USA
1134,NCT04009291,Canada,North America,CAN
1134,NCT04009291,Denmark,Europe,DNK
1134,NCT04009291,Germany,Europe,DEU
1134,NCT04009291,Italy,Europe,ITA
1134,NCT04009291,Norway,Europe,NOR
1134,NCT04009291,United States,North America,USA
1138,NCT04031339,Italy,Europe,ITA
1139,NCT04040673,United Kingdom,Europe,GBR
1142,NCT04051099,Thailand,Southest Asia,THA
1143,NCT04061980,United States,North America,USA
1144,NCT04076514,Egypt,Africa,EGY
1146,NCT04104529,France,Europe,FRA
1148,NCT04126954,France,Europe,FRA
1149,NCT04129411,United States,North America,USA
1151,NCT04136912,United States,North America,USA
1152,NCT04137185,China,East Asia,CHN
1153,NCT04161391,"Korea, Republic of",East Asia,KOR
1153,NCT04161391,United States,North America,USA
1157,NCT04197960,China,East Asia,CHN
1158,NCT04211337,Australia,Pacifica,AUS
1158,NCT04211337,Belgium,Europe,BEL
1158,NCT04211337,Brazil,South America,BRA
1158,NCT04211337,Canada,North America,CAN
1158,NCT04211337,China,East Asia,CHN
1158,NCT04211337,Czechia,Europe,CZE
1158,NCT04211337,France,Europe,FRA
1158,NCT04211337,Germany,Europe,DEU
1158,NCT04211337,Greece,Europe,GRC
1158,NCT04211337,India,South Asia,IND
1158,NCT04211337,Israel,Middle East,ISR
1158,NCT04211337,Italy,Europe,ITA
1158,NCT04211337,Japan,East Asia,JPN
1158,NCT04211337,"Korea, Republic of",East Asia,KOR
1158,NCT04211337,Netherlands,Europe,NLD
1158,NCT04211337,Poland,Europe,POL
1158,NCT04211337,Russian Federation,North Asia,RUS
1158,NCT04211337,Spain,Europe,ESP
1158,NCT04211337,Taiwan,East Asia,TWN
1158,NCT04211337,United Kingdom,Europe,GBR
1158,NCT04211337,United States,North America,USA
1159,NCT04224792,United States,North America,USA
1161,NCT04238624,United States,North America,USA
1163,NCT04252001,Belgium,Europe,BEL
1163,NCT04252001,Netherlands,Europe,NLD
1163,NCT04252001,Spain,Europe,ESP
1163,NCT04252001,United Kingdom,Europe,GBR
1164,NCT04280081,China,East Asia,CHN
1167,NCT04285476,France,Europe,FRA
1168,NCT04290663,France,Europe,FRA
1169,NCT04299425,United States,North America,USA
1171,NCT04305561,Denmark,Europe,DNK
1172,NCT04309136,China,East Asia,CHN
1174,NCT04312087,China,East Asia,CHN
1175,NCT04320901,"Korea, Republic of",East Asia,KOR
1177,NCT04321954,United States,North America,USA
1178,NCT04327999,United States,North America,USA
1179,NCT04339478,Greece,Europe,GRC
1179,NCT04339478,Jordan,Middle East,JOR
1179,NCT04339478,Turkey,Middle East,TUR
1182,NCT04391244,United Kingdom,Europe,GBR
1188,NCT04400474,Spain,Europe,ESP
1192,NCT04420754,United States,North America,USA
1195,NCT04447183,China,East Asia,CHN
1197,NCT04459273,United States,North America,USA
1200,NCT04462471,United States,North America,USA
1206,NCT04481893,France,Europe,FRA
1207,NCT04521348,China,East Asia,CHN
1209,NCT04522570,Brazil,South America,BRA
1210,NCT04524884,China,East Asia,CHN
1212,NCT04544111,United States,North America,USA
1218,NCT04551170,United States,North America,USA
