index,nct_id,location,continent,iso
1221,NCT04552769,United States,North America,USA
1222,NCT04554680,Singapore,Southest Asia,SGP
1223,NCT04560426,China,East Asia,CHN
1224,NCT04563780,Egypt,Africa,EGY
1225,NCT04569513,Taiwan,East Asia,TWN
1227,NCT04574817,China,East Asia,CHN
1229,NCT04579757,United States,North America,USA
1232,NCT04589624,United States,North America,USA
1233,NCT04589884,France,Europe,FRA
1236,NCT04612894,China,East Asia,CHN
1239,NCT04619316,Germany,Europe,DEU
1240,NCT04623801,United States,North America,USA
1242,NCT04624477,Canada,North America,CAN
1244,NCT04644315,United States,North America,USA
1245,NCT04664413,Italy,Europe,ITA
1249,NCT04675710,United States,North America,USA
1252,NCT04693377,United States,North America,USA
1253,NCT04693936,Greece,Europe,GRC
1255,NCT04701203,Canada,North America,CAN
1255,NCT04701203,Denmark,Europe,DNK
1255,NCT04701203,Germany,Europe,DEU
1255,NCT04701203,Hungary,Europe,HUN
1255,NCT04701203,Italy,Europe,ITA
1255,NCT04701203,Norway,Europe,NOR
1255,NCT04701203,United States,North America,USA
1257,NCT04712760,France,Europe,FRA
1259,NCT04731467,Israel,Middle East,ISR
1259,NCT04731467,United States,North America,USA
1260,NCT04734457,Egypt,Africa,EGY
1262,NCT04739566,Russian Federation,North Asia,RUS
1263,NCT04742608,United States,North America,USA
1265,NCT04742959,United States,North America,USA
1266,NCT04745793,France,Europe,FRA
1268,NCT04747275,United States,North America,USA
1270,NCT04754607,Turkey,Middle East,TUR
1272,NCT04759911,United States,North America,USA
1278,NCT04760288,Argentina,South America,ARG
1278,NCT04760288,Australia,Pacifica,AUS
1278,NCT04760288,Austria,Europe,AUT
1278,NCT04760288,Brazil,South America,BRA
1278,NCT04760288,Bulgaria,Europe,BGR
1278,NCT04760288,Canada,North America,CAN
1278,NCT04760288,Croatia,Europe,HRV
1278,NCT04760288,Denmark,Europe,DNK
1278,NCT04760288,France,Europe,FRA
1278,NCT04760288,Greece,Europe,GRC
1278,NCT04760288,Hungary,Europe,HUN
1278,NCT04760288,India,South Asia,IND
1278,NCT04760288,Israel,Middle East,ISR
1278,NCT04760288,Italy,Europe,ITA
1278,NCT04760288,"Korea, Republic of",East Asia,KOR
1278,NCT04760288,Netherlands,Europe,NLD
1278,NCT04760288,Philippines,Southest Asia,PHL
1278,NCT04760288,Poland,Europe,POL
1278,NCT04760288,Portugal,Europe,PRT
1278,NCT04760288,Romania,Europe,ROU
1278,NCT04760288,Spain,Europe,ESP
1278,NCT04760288,Thailand,Southest Asia,THA
1278,NCT04760288,Ukraine,Europe,UKR
1278,NCT04760288,United Kingdom,Europe,GBR
1278,NCT04760288,United States,North America,USA
1279,NCT04778865,Chile,South America,CHL
1282,NCT04784208,India,South Asia,IND
1284,NCT04787328,China,East Asia,CHN
1285,NCT04795947,China,East Asia,CHN
1286,NCT04798092,France,Europe,FRA
1287,NCT04802876,Spain,Europe,ESP
1288,NCT04806269,"Korea, Republic of",East Asia,KOR
1290,NCT04821336,France,Europe,FRA
1291,NCT04831957,Belgium,Europe,BEL
1292,NCT04844164,Russian Federation,North Asia,RUS
1293,NCT04853680,"Korea, Republic of",East Asia,KOR
1296,NCT04857086,China,East Asia,CHN
1297,NCT04858867,Netherlands,Europe,NLD
1298,NCT04868045,United States,North America,USA
1300,NCT04878614,United States,North America,USA
1302,NCT04880798,China,East Asia,CHN
1303,NCT04892303,United States,North America,USA
1305,NCT04922801,United Kingdom,Europe,GBR
1312,NCT04940052,China,East Asia,CHN
1312,NCT04940052,"Korea, Republic of",East Asia,KOR
1312,NCT04940052,Malaysia,Southest Asia,MYS
1312,NCT04940052,Taiwan,East Asia,TWN
1312,NCT04940052,Turkey,Middle East,TUR
1313,NCT04946123,Italy,Europe,ITA
1315,NCT04948437,Taiwan,East Asia,TWN
1317,NCT04948671,Switzerland,Europe,CHE
1318,NCT04952012,China,East Asia,CHN
1319,NCT04952493,China,East Asia,CHN
1320,NCT04964284,China,East Asia,CHN
1323,NCT04970134,Spain,Europe,ESP
1324,NCT04971473,China,East Asia,CHN
1328,NCT05003856,United States,North America,USA
1331,NCT05014698,France,Europe,FRA
1333,NCT05015725,Hungary,Europe,HUN
1334,NCT05022641,United States,North America,USA
1337,NCT05022667,United States,North America,USA
1341,NCT05024929,United States,North America,USA
1342,NCT05025046,China,East Asia,CHN
1344,NCT05043584,Denmark,Europe,DNK
1345,NCT05078853,Israel,Middle East,ISR
1349,NCT05102292,China,East Asia,CHN
1350,NCT05103956,Spain,Europe,ESP
1351,NCT05114980,United States,North America,USA
1354,NCT05124938,Egypt,Africa,EGY
1356,NCT05132205,United States,North America,USA
1357,NCT05132478,United States,North America,USA
1360,NCT05152927,United States,North America,USA
1366,NCT05172921,United States,North America,USA
1367,NCT05175404,Belgium,Europe,BEL
1369,NCT05182931,Australia,Pacifica,AUS
1371,NCT05218395,China,East Asia,CHN
1373,NCT05228184,United States,North America,USA
1375,NCT05240911,China,East Asia,CHN
1377,NCT05241834,United States,North America,USA
1379,NCT05247476,China,East Asia,CHN
1381,NCT05252884,Colombia,South America,COL
1385,NCT05260255,Thailand,Southest Asia,THA
1386,NCT05263141,China,East Asia,CHN
1391,NCT05275946,Japan,East Asia,JPN
1396,NCT05278364,China,East Asia,CHN
1399,NCT03191188,United States,North America,USA
1400,NCT03369405,United States,North America,USA
1401,NCT03414021,France,Europe,FRA
1402,NCT04167423,Czechia,Europe,CZE
1403,NCT04279184,Denmark,Europe,DNK
1404,NCT04351945,Hungary,Europe,HUN
1405,NCT04427904,Canada,North America,CAN
1406,NCT04471597,Egypt,Africa,EGY
1407,NCT04542278,United States,North America,USA
1408,NCT04794257,Poland,Europe,POL
1409,NCT04842942,Canada,North America,CAN
1410,NCT04943146,China,East Asia,CHN
